reaction,name,n_genes,Exuding_mycelium,Exudophore,Fuzzy_mycelium,Nodule,max_other,ratio
rxn01275,ATP:D-Gluconate 6-phosphotransferase,1,1.97,1.15,3.95,2.06,3.95,0.29
rxn18018,DNA-3-methyladenine glycosylase II,1,1.14,0.58,1.28,2.01,2.01,0.29
rxn41681,rxn41681,1,1.14,0.58,1.28,2.01,2.01,0.29
rxn00806,L-Leucine:2-oxoglutarate aminotransferase,1,2.24,0.82,1.74,2.91,2.91,0.28
rxn00903,L-Valine:2-oxoglutarate aminotransferase,1,2.24,0.82,1.74,2.91,2.91,0.28
rxn01050,Cellobiose:oxygen 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn01332,Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transfer,3,24.44,6.73,17.28,24.47,24.47,0.28
rxn01575,L-Isoleucine:2-oxoglutarate aminotransferase,1,2.24,0.82,1.74,2.91,2.91,0.28
rxn01700,Cellobiose:quinone 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn06001,Cellobiose:(acceptor) 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn07085,rxn07085,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn07086,rxn07086,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn07087,rxn07087,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn15197,Cellobiose:oxygen 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn15198,Cellobiose:oxygen 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn15199,Cellobiose:(acceptor) 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn15200,Cellobiose:(acceptor) 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn15322,Cellobiose:quinone 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn15323,Cellobiose:quinone 1-oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn17896,Glc3Man9NAc2 oligosaccharide glucosidase,1,6.24,3.7,13.0,5.37,13.0,0.28
rxn17994,endo-(1->4)-beta-xylan 4-xylanohydrolase,7,9.12,2.55,2.79,5.61,9.12,0.28
rxn19278,cellobiose oxidoreductase,1,2.08,0.58,1.66,2.05,2.08,0.28
rxn31232,branched-chain amino acid aminotransferase,1,2.24,0.82,1.74,2.91,2.91,0.28
rxn31289,"alpha-glucosidase, putative",1,6.24,3.7,13.0,5.37,13.0,0.28
rxn33935,Branched Chain Amino Acid Aminotransferase,1,2.24,0.82,1.74,2.91,2.91,0.28
rxn41846,rxn41846,7,9.12,2.55,2.79,5.61,9.12,0.28
rxn42227,rxn42227,1,6.24,3.7,13.0,5.37,13.0,0.28
rxn46358,rxn46358,1,0.47,0.58,1.01,2.14,2.14,0.27
rxn18019,deoxyribonucleate glycosidase,1,2.29,0.58,0.08,0.07,2.29,0.25
rxn18958,endodeoxyribonuclease (apurinic or apyrimidinic),2,2.29,0.58,0.08,0.7,2.29,0.25
rxn26016,RXN0-2601.c,2,2.29,0.58,0.08,0.7,2.29,0.25
rxn26017,RXN0-2602.c,1,2.29,0.58,0.08,0.07,2.29,0.25
rxn41095,rxn41095,2,2.29,0.58,0.08,0.7,2.29,0.25
rxn43097,rxn43097,1,2.29,0.58,0.08,0.07,2.29,0.25
rxn00260,L-Aspartate:2-oxoglutarate aminotransferase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn00493,L-Phenylalanine:2-oxoglutarate aminotransferase,3,23.88,12.8,12.05,53.58,53.58,0.24
rxn00527,L-tyrosine:2-oxoglutarate aminotransferase,3,23.88,12.8,12.05,53.58,53.58,0.24
rxn00550,"beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase",1,2.39,0.58,0.72,1.31,2.39,0.24
rxn00647,L-Cysteine:2-oxoglutarate aminotransferase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn01757,L-cysteate:2-oxoglutarate aminotransferase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn01906,3-sulfino-L-alanine:2-oxoglutarate aminotransferase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn01971,ATP:D-fructose-6-phosphate 2-phosphotransferase,1,2.39,0.58,0.72,1.31,2.39,0.24
rxn15090,L-cysteine:2-oxoglutarate aminotransferase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn15091,L-cysteine:2-oxoglutarate aminotransferase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn15361,"D-Fructose-2,6-bisphosphate 2-phosphohydrolase",1,2.39,0.58,0.72,1.31,2.39,0.24
rxn15507,L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn31662,"Aspartate aminotransferase, cytoplasmic isozyme 2 or Aspartate aminotr",1,23.88,12.8,12.05,53.58,53.58,0.24
rxn31663,ASPARTATE AMINOTRANSFERASE 4 or ASPARTATE AMINOTRANSFERASE 1 or ASPART,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn33947,Aspartate Transaminase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn33948,Aspartate Transaminase,1,23.88,12.8,12.05,53.58,53.58,0.24
rxn39359,ATP:D-fructose-6-phosphate 2-phosphotransferase,1,2.39,0.58,0.72,1.31,2.39,0.24
rxn05995,Acyl-[acyl-carrier protein]:NADP+ oxidoreductase,1,3.59,0.82,1.87,0.92,3.59,0.23
rxn19653,"2,3,4-saturated fatty acyl-[ACP] dehydrogenase",1,3.59,0.82,1.87,0.92,3.59,0.23
rxn22828,tRNASer (uridine44-2'-O)-methyltransferase,1,2.39,0.58,2.45,2.52,2.52,0.23
rxn06549,Tetradecanoyl-CoA:glycylpeptide N-tetradecanoyltransferase,1,5.15,1.15,5.33,4.57,5.33,0.22
rxn44075,rxn44075,1,5.15,1.15,5.33,4.57,5.33,0.22
rxn00124,ATP:pyridoxal 5'-phosphotransferase,1,3.49,0.82,3.82,4.06,4.06,0.2
rxn01396,ATP:pyridoxine 5'-phosphotransferase,1,3.49,0.82,3.82,4.06,4.06,0.2
rxn01807,ATP:pyridoxal 5'-phosphotransferase,1,3.49,0.82,3.82,4.06,4.06,0.2
rxn05254,AGPATr_BS,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn05968,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn06140,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn06235,"2,3-Dehydroacyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase",1,4.74,1.64,8.04,2.82,8.04,0.2
rxn06379,Acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn06706,Acyl-CoA:1-acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn08083,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),1,4.74,1.64,8.04,2.82,8.04,0.2
rxn08084,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),1,4.74,1.64,8.04,2.82,8.04,0.2
rxn08085,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),1,4.74,1.64,8.04,2.82,8.04,0.2
rxn08086,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),1,4.74,1.64,8.04,2.82,8.04,0.2
rxn08087,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),1,4.74,1.64,8.04,2.82,8.04,0.2
rxn08088,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),1,4.74,1.64,8.04,2.82,8.04,0.2
rxn08089,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10211,palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10212,myristoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10213,stearoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10214,isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10215,anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10216,isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10217,isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10218,anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10219,isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn10403,1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn14402,acyl-ACP:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn16846,1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn17471,acyl-CoA:1-acyl-glycero-3-phosphocholine transacylase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn23713,1-acylglycerolphosphate acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn26357,1-acylglycerol-3-phosphate O-acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn26444,RXN0-6705.c,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn28973,RXNQT-4388.c,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn33922,Average MGDG Lipid,3,4.74,1.64,8.04,2.82,8.04,0.2
rxn33923,Average DGDG Lipid,3,4.74,1.64,8.04,2.82,8.04,0.2
rxn33924,Average SQDG Lipid,3,4.74,1.64,8.04,2.82,8.04,0.2
rxn37217,1-acylglycerolphosphate acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn37219,1-acylglycerolphosphate acyltransferase,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn40622,rxn40622,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn40704,rxn40704,1,4.74,1.64,8.04,2.82,8.04,0.2
rxn00589,"salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylatin",6,8.03,1.97,3.6,10.59,10.59,0.19
rxn03906,"1-hydroxy-2-naphthoate,NADH:oxygen oxidoreductase (2-hydroxylating, de",6,8.03,1.97,3.6,10.59,10.59,0.19
rxn04724,"salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating",6,8.03,1.97,3.6,10.59,10.59,0.19
rxn04745,"salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating",6,8.03,1.97,3.6,10.59,10.59,0.19
rxn04748,"salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating",6,8.03,1.97,3.6,10.59,10.59,0.19
rxn20843,5-methylsalicylate hydroxylase,6,8.03,1.97,3.6,10.59,10.59,0.19
rxn25932,4-chlorosalicylate monooxygenase,6,8.03,1.97,3.6,10.59,10.59,0.19
rxn25934,5-chlorosalicylate 1-monooxygenase,6,8.03,1.97,3.6,10.59,10.59,0.19
rxn00449,R00647,1,7.59,1.4,3.45,4.13,7.59,0.18
rxn02279,"L-gulono-1,4-lactone:oxygen 2-oxidoreductase",1,7.59,1.4,3.45,4.13,7.59,0.18
rxn02388,"D-myo-Inositol-1,3-bisphosphate 3-phosphohydrolase",1,58.28,10.44,41.08,38.19,58.28,0.18
rxn06008,Aromatic alcohol:NADP+ oxidoreductase,5,47.51,8.46,24.62,21.65,47.51,0.18
rxn06367,1-Phosphatidyl-1D-myo-inositol 3-phosphate 3-phosphohydrolase,1,58.28,10.44,41.08,38.19,58.28,0.18
rxn07174,"1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate 3-phosphohydrolase",1,58.28,10.44,41.08,38.19,58.28,0.18
rxn19185,NADPH-linked benzaldehyde reductase,5,47.51,8.46,24.62,21.65,47.51,0.18
rxn20577,inositol-polyphosphate 3-phosphatase,1,58.28,10.44,41.08,38.19,58.28,0.18
rxn23445,L-gulonolactone oxidase,1,7.59,1.4,3.45,4.13,7.59,0.18
rxn26123,RXN0-5141.c,5,47.51,8.46,24.62,21.65,47.51,0.18
rxn41192,rxn41192,5,47.51,8.46,24.62,21.65,47.51,0.18
rxn00566,L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming),1,3.22,2.55,3.46,14.92,14.92,0.17
rxn00742,L-cystathionine cysteine-lyase (deaminating; 2-oxobutanoate-forming),1,3.22,2.55,3.46,14.92,14.92,0.17
rxn00754,Acetylcholine aectylhydrolase,1,5.1,1.4,8.37,5.26,8.37,0.17
rxn00757,Acylcholine acylhydrolase,1,5.1,1.4,8.37,5.26,8.37,0.17
rxn01735,L-Cystine L-Cysteine-lyase (deaminating),1,3.22,2.55,3.46,14.92,14.92,0.17
rxn03263,Selenomethionine methanethiol-lyase (deaminating),1,3.22,2.55,3.46,14.92,14.92,0.17
rxn03374,Selenocystathionine Lysteine-lyase (deaminating),1,3.22,2.55,3.46,14.92,14.92,0.17
rxn14167,2-Aminobut-2-enoate aminohydrolase (spontaneous),1,3.22,2.55,3.46,14.92,14.92,0.17
rxn14190,L-cystathionine cysteine-lyase,1,3.22,2.55,3.46,14.92,14.92,0.17
rxn19303,propionylcholinesterase,1,5.1,1.4,8.37,5.26,8.37,0.17
rxn19903,HOMOSERDEAM-RXN.c,1,3.22,2.55,3.46,14.92,14.92,0.17
rxn02747,4-Carboxymethylenebut-2-en-4-olide lactonohydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn03800,Protoanemonin lactonohydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn03801,R05511,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn04650,4-carboxymethylenebut-2-en-4-olide lactonohydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn04653,4-carboxymethylenebut-2-en-4-olide lactonohydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn07908,5-fluoromuconolactone lactonohydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn07909,4-fluoromuconolactone lactonohydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn15998,"2,3,5-trichlorodienelactone lactonohydrolase",1,12.36,5.58,4.02,35.63,35.63,0.16
rxn16082,dienelactone hydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn16084,dienelactone hydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn16789,"CTP:1,2-diacyl-sn-glycerol 3-phosphotransferase",1,8.9,1.4,6.86,8.67,8.9,0.16
rxn23276,diacylglycerol kinase (CTP dependent),1,8.9,1.4,6.86,8.67,8.9,0.16
rxn31706,R05511_c,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn31716,4-carboxymethylenebut-2-en-4-olide lactonohydrolase,1,12.36,5.58,4.02,35.63,35.63,0.16
rxn00088,NADP+ 2'-phosphohydrolase,4,2.95,0.82,5.4,1.58,5.4,0.15
rxn00391,riboflavin-5-phosphate phosphohydrolase (acid optimum),4,2.95,0.82,5.4,1.58,5.4,0.15
rxn01539,thiamin monophosphate phosphohydrolase,4,2.95,0.82,5.4,1.58,5.4,0.15
rxn00102,carbonate hydro-lyase (carbon-dioxide-forming),1,5.0,1.15,2.08,8.78,8.78,0.13
rxn22773,leucine carboxy methyltransferase-1,1,4.37,0.58,3.24,1.86,4.37,0.13
rxn00646,L-glutamate:L-cysteine gamma-ligase (ADP-forming),1,1.14,0.58,4.77,3.19,4.77,0.12
rxn06442,L-Lysine:tRNALys ligase (AMP-forming),1,2.5,0.82,3.43,6.6,6.6,0.12
rxn08857,Lysyl-tRNA synthetase,1,2.5,0.82,3.43,6.6,6.6,0.12
rxn20058,lysine-tRNA synthetase,1,2.5,0.82,3.43,6.6,6.6,0.12
rxn34002,Lumped Glutathione Synthesis,1,1.14,0.58,4.77,3.19,4.77,0.12
rxn42935,rxn42935,1,2.5,0.82,3.43,6.6,6.6,0.12
rxn00605,UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,1,5.99,0.58,2.8,3.34,5.99,0.1
rxn02204,Methylitaconate delta2-delta3-isomerase,1,2.08,0.58,2.31,5.79,5.79,0.1
rxn12303,UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,1,5.99,0.58,2.8,3.34,5.99,0.1
rxn15362,UDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,1,5.99,0.58,2.8,3.34,5.99,0.1
rxn27383,"alpha,alpha-trehalose phosphate synthase (UDP-forming)",1,5.99,0.58,2.8,3.34,5.99,0.1
rxn00858,Agmatine amidinohydrolase,3,6.26,2.21,1.41,26.16,26.16,0.08
rxn01255,5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-fo,1,7.03,0.58,2.14,2.19,7.03,0.08
rxn05943,R01235,1,2.66,0.58,1.3,8.15,8.15,0.07
rxn06815,S-Adenosyl-L-methionine:thiol S-methyltransferase,1,2.66,0.58,1.3,8.15,8.15,0.07
rxn11633,S-Adenosyl-L-methionine:thiol S-methyltransferase,1,2.66,0.58,1.3,8.15,8.15,0.07
rxn27315,thiol S-methyltransferase,1,2.66,0.58,1.3,8.15,8.15,0.07
rxn41101,rxn41101,1,2.66,0.58,1.3,8.15,8.15,0.07
rxn43851,rxn43851,4,7.74,0.58,9.79,4.89,9.79,0.06
rxn17945,"1,4-N-acetylmuramidase",1,1.46,0.58,0.0,11.54,11.54,0.05
rxn42787,rxn42787,1,1.46,0.58,0.0,11.54,11.54,0.05
rxn00048,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumaz",1,0.05,0.0,0.77,1.51,1.51,0.0
rxn00130,AMP aminohydrolase,1,1.36,0.0,0.96,0.98,1.36,0.0
rxn00138,deamido-NAD+:ammonia ligase (AMP-forming),1,1.3,0.0,1.34,1.27,1.34,0.0
rxn00179,ATP:L-glutamate 5-phosphotransferase,1,0.36,0.0,1.65,3.17,3.17,0.0
rxn00190,Deamido-NAD+:L-glutamine amido-ligase (AMP-forming),1,1.3,0.0,1.34,1.27,1.34,0.0
rxn00262,L-Aspartic acid:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00269,glycine:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00398,ARG-OXIDATION-RXN.c,1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00433,sarcosine:oxygen oxidoreductase (demethylating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00450,L-Methionine:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00477,L-Tryptophan:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00488,L-Phenylalanine:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00522,L-Tyrosine:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn00592,"2,3-dihydroxybenzoate carboxy-lyase",2,1.2,0.0,0.08,0.09,1.2,0.0
rxn00789,1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transf,1,1.51,0.0,1.2,2.69,2.69,0.0
rxn00791,N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-trans,1,0.1,0.0,0.08,1.03,1.03,0.0
rxn00859,L-Histidinol:NAD+ oxidoreductase,1,0.67,0.0,2.16,1.27,2.16,0.0
rxn00863,L-histidinal:NAD+ oxidoreductase,1,0.67,0.0,2.16,1.27,2.16,0.0
rxn01217,dCMP aminohydrolase,1,6.1,0.0,4.33,13.31,13.31,0.0
rxn01257,chorismate:L-glutamine aminotransferase,1,0.99,0.0,0.08,0.15,0.99,0.0
rxn01362,Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase,1,1.2,0.0,0.08,1.01,1.2,0.0
rxn01380,CTP:choline-phosphate cytidylyltransferase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn01574,L-Isoleucine:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn01580,"L-Pipecolate:oxygen 1,6-oxidoreductase",1,0.05,0.0,0.08,0.09,0.09,0.0
rxn01737,Raffinose fructohydrolase,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn01885,CTP:choline-phosphate cytidylyltransferase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn02107,salicylaldehyde:NAD+ oxidoreductase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn02159,L-Histidinol:NAD+ oxidoreductase,1,0.67,0.0,2.16,1.27,2.16,0.0
rxn02304,protoporphyrinogen-IX:oxygen oxidoreductase,1,0.52,0.0,1.48,0.76,1.48,0.0
rxn02320,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase,1,0.57,0.0,0.8,2.19,2.19,0.0
rxn02597,Stachyose fructohydrolase,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn02760,Sucrose 6-phosphate fructohydrolase,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn02834,Phosphoribosyl-ATP pyrophosphohydrolase,1,0.67,0.0,2.16,1.27,2.16,0.0
rxn02835,"1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase",1,0.67,0.0,2.16,1.27,2.16,0.0
rxn03175,N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4,1,0.05,0.0,0.4,0.02,0.4,0.0
rxn04142,L-Allothreonine acetaldehyde-lyase,1,0.31,0.0,0.61,0.83,0.83,0.0
rxn05343,Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acylt,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn05344,Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn05345,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acy,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn05346,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltr,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn05347,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltrans,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn05348,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acylt,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn05350,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acylt,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn05757,Polyphosphate polyphosphohydrolase,2,2.29,0.0,1.22,2.25,2.29,0.0
rxn05906,beta-D-Fructan fructohydrolase,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn05934,L-Histidinal:NAD+ oxidoreductase,1,0.67,0.0,2.16,1.27,2.16,0.0
rxn05949,L-Amino-acid:oxygen oxidoreductase (deaminating),1,0.05,0.0,0.08,0.09,0.09,0.0
rxn06108,NADH:ubiquinone oxidoreductase,1,1.77,0.0,1.3,3.85,3.85,0.0
rxn06142,Polynucleotide 3'-phosphohydrolase,1,0.31,0.0,0.16,0.85,0.85,0.0
rxn06158,Pectin pectylhydrolase,1,1.46,0.0,0.16,0.28,1.46,0.0
rxn06238,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltrans,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn06503,ATP:5'-dephosphopolynucleotide 5'-phosphotransferase,1,0.31,0.0,0.16,0.85,0.85,0.0
rxn06624,Aminoacyl-tRNA aminoacylhydrolase,1,2.13,0.0,2.5,1.33,2.5,0.0
rxn06710,S-Adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-met,1,2.7,0.0,1.73,2.32,2.7,0.0
rxn06775,alpha-tubulin:L-tyrosine ligase (ADP-forming),2,1.14,0.0,2.21,2.12,2.21,0.0
rxn07045,rxn07045,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn07053,R06124,1,0.05,0.0,0.08,0.09,0.09,0.0
rxn07089,rxn07089,1,1.46,0.0,0.16,0.28,1.46,0.0
rxn07576,R07762,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn07997,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn07998,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn08000,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn08001,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn08002,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn08861,malonyl-[acyl-carrier-protein] carboxy-lyase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn08975,dihydronicotinamide adenine dinucleotide-coenzyme Q reductase,1,1.77,0.0,1.3,3.85,3.85,0.0
rxn09179,protoporphyrinogen oxidase (aerobic),1,0.52,0.0,1.48,0.76,1.48,0.0
rxn09180,protoporphyrinogen oxidase (anaerobic),1,0.52,0.0,1.48,0.76,1.48,0.0
rxn09523,Complex I dehydrogenase,1,1.77,0.0,1.3,3.85,3.85,0.0
rxn10054,dCMP deaminase (CMP),1,6.1,0.0,4.33,13.31,13.31,0.0
rxn11759,5-fluorouridine monophosphate:diphosphate phospho-alpha-D-ribosyl-tran,1,1.2,0.0,0.08,1.01,1.2,0.0
rxn13666,b-ketoacyl synthetase (Iso-C13:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13667,b-ketoacyl synthetase (Iso-C14:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13668,b-ketoacyl synthetase (Iso-C15:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13669,b-ketoacyl synthetase (C15:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13671,b-ketoacyl synthetase (Iso-C16:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13672,b-ketoacyl synthetase (Iso-C17:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13673,b-ketoacyl synthetase (C17:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13674,b-ketoacyl synthetase (C17:1),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13676,b-ketoacyl synthetase (Iso-C6:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn13677,b-ketoacyl synthetase (Iso-C7:0),1,0.0,0.0,0.0,0.0,0.0,0.0
rxn14073,delta2-isopentenyl-diphosphate:tRNA isopentenyltransferase,1,1.25,0.0,2.56,3.43,3.43,0.0
rxn15000,polyphosphate polyphosphohydrolase,2,2.29,0.0,1.22,2.25,2.29,0.0
