protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAN1682947.1	Q59W62	50.4	2.0e-94	Serine/threonine-protein kinase GIN4	2.7.11.1	GO:0000086;GO:0000131;GO:0000921;GO:0001558;GO:0004672;GO:0004674;GO:0005524;GO:0005543;GO:0005634;GO:0005730;GO:0005737;GO:0005935;GO:0005940;GO:0006915;GO:0010458;GO:0030447;GO:0044010;GO:0044180;GO:0044182;GO:0060258;GO:0071466;GO:0106310	cal:CAALFM_C111400CA
KAN1682949.1	Q9HGT6	62.0	1.0e-193	Serine--tRNA ligase, cytoplasmic	6.1.1.11 {ECO:0000250|UniProtKB:P07284}	GO:0000049;GO:0002181;GO:0004828;GO:0005524;GO:0005737;GO:0005829;GO:0006434	cal:CAALFM_C302780WA
KAN1682956.1	A0A0D1E921	47.3	3.9e-57	Appressorium protein ROW1		GO:0005576;GO:0005886;GO:0075016	uma:UMAG_00309
KAN1682957.1	Q5SX19	36.2	2.2e-41	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	3.5.1.89 {ECO:0000250|UniProtKB:O35790}	GO:0000225;GO:0005783;GO:0005789;GO:0006506	mmu:327942
KAN1682958.1	Q9D0P0	51.3	5.1e-48	Emopamil-binding protein-like		GO:0005783;GO:0005789;GO:0016125;GO:0047750	mmu:68177
KAN1682963.1	O74196	88.4	5.0e-99	Ubiquitin-conjugating enzyme E2-16 kDa	2.3.2.23	GO:0005524;GO:0016567;GO:0061631	
KAN1682966.1	F1SY83	44.4	4.0e-143	Cytochrome P450 monooxygenase 89	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1682967.1	O94524	49.9	7.5e-110	Glutathione S-transferase omega-like 2	1.8.5.1;2.5.1.18	GO:0004364;GO:0005634;GO:0005737;GO:0005794;GO:0005829;GO:0045174;GO:0071555;GO:0098869	spo:2539028
KAN1682973.1	A8G7R4	48.1	4.4e-116	D-galactonate dehydratase	4.2.1.6 {ECO:0000255|HAMAP-Rule:MF_01289}	GO:0000287;GO:0008869;GO:0009063;GO:0034194	spe:Spro_0044
KAN1682984.1	A0A286LEZ8	50.0	4.1e-139	L-tryptophan decarboxylase	4.1.1.105 {ECO:0000269|PubMed:30283667}	GO:0004609;GO:0005739;GO:0006646;GO:0036469;GO:0140380	
KAN1682986.1	Q4P958	62.6	1.7e-76	Endoplasmic reticulum vesicle protein 25		GO:0000139;GO:0005783;GO:0005789;GO:0005793;GO:0005794;GO:0006886;GO:0006888;GO:0007030;GO:0030134	uma:UMAG_03355
KAN1682987.1	Q9P3U1	45.8	1.3e-19	Serine/arginine (SR)-type shuttling mRNA binding protein		GO:0003729;GO:0005634;GO:0005737;GO:0005829;GO:0016973;GO:0071028;GO:0140453;GO:1990904	spo:2542567
KAN1682988.1	Q9HGX4	85.9	9.7e-71	Histone H2A		GO:0000786;GO:0003677;GO:0005634;GO:0006281;GO:0030527;GO:0046982	
KAN1682989.1	P78567	76.8	1.5e-52	Histone H2B		GO:0000786;GO:0003677;GO:0005634;GO:0030527;GO:0046982	
KAN1682990.1	A0A1Y2IY60	72.4	3.9e-134	AA9 family lytic polysaccharide monooxygenase AA9-X282	1.14.99.54 {ECO:0000269|PubMed:37463979}	GO:0004497;GO:0005576;GO:0030245;GO:0046872	
KAN1682991.1	P17477	78.9	7.2e-26	Large ribosomal subunit protein P1B		GO:0002181;GO:0002182;GO:0003735;GO:0005829;GO:0022625;GO:0030295;GO:0043021	spo:2540299
KAN1682992.1	Q60HD5	32.4	8.8e-57	Protoporphyrinogen oxidase	1.3.3.4	GO:0004729;GO:0005743;GO:0005758;GO:0006779;GO:0006782;GO:0006783;GO:0006785;GO:0031966	
KAN1682994.1	Q8C2P3	41.0	1.1e-47	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	1.3.1.88 {ECO:0000250|UniProtKB:Q6P1R4}	GO:0002943;GO:0005634;GO:0005737;GO:0017150;GO:0050660;GO:0102262;GO:0102263	mmu:68730
KAN1682997.1	P0A9Q0	46.3	8.3e-27	5-keto-D-gluconate 5-reductase	1.1.1.69 {ECO:0000250|UniProtKB:P0A9P9}	GO:0008874;GO:0046183	ecc:c5367
KAN1682998.1	J9VVW8	47.3	4.5e-170	NAD-dependent malic enzyme, mitochondrial	1.1.1.38 {ECO:0000250|UniProtKB:P23368}	GO:0004471;GO:0005634;GO:0005739;GO:0005759;GO:0005829;GO:0006108;GO:0046872;GO:0051287	cng:CNAG_06374
KAN1683000.1	P32386	34.9	1.1e-240	ATP-dependent bile acid permease		GO:0000324;GO:0000329;GO:0005524;GO:0005783;GO:0006816;GO:0015718;GO:0016887;GO:0033285;GO:0045121;GO:0055085;GO:0140359	sce:YLL048C
KAN1683001.1	O14215	49.9	7.3e-119	DNA primase small subunit	2.7.7.102 {ECO:0000250|UniProtKB:P49642}	GO:0000785;GO:0003899;GO:0005634;GO:0005658;GO:0005737;GO:0006269;GO:0006270;GO:0046872	spo:2543323
KAN1683002.1	Q54C16	30.8	2.8e-46	Sphingomyelin phosphodiesterase B	3.1.4.-	GO:0004767;GO:0005615;GO:0006685;GO:0008081;GO:0016020;GO:0016798;GO:0046513;GO:0046872	ddi:DDB_G0293210
KAN1683003.1	Q54C16	32.0	5.2e-57	Sphingomyelin phosphodiesterase B	3.1.4.-	GO:0004767;GO:0005615;GO:0006685;GO:0008081;GO:0016020;GO:0016798;GO:0046513;GO:0046872	ddi:DDB_G0293210
KAN1683004.1	Q9USW3	42.4	8.4e-67	Probable glycosidase C21B10.07	3.2.1.-	GO:0004553;GO:0005576;GO:0009251;GO:0009277;GO:0016020;GO:0016787;GO:0071966	spo:2540333
KAN1683007.1	P19262	56.7	2.7e-134	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	2.3.1.61	GO:0004149;GO:0005739;GO:0006099;GO:0006103;GO:0033512;GO:0042645;GO:0045252;GO:0045333	sce:YDR148C
KAN1683011.1	A1CQZ4	30.4	3.7e-24	Protein sds23		GO:0004865;GO:0005634;GO:0005737;GO:0030071;GO:0042149	act:ACLA_027900
KAN1683012.1	A0A0C2S258	49.2	6.0e-180	Cystathionine gamma-synthase-like enzyme iboG2	4.4.-.- {ECO:0000305|PubMed:32233056}	GO:0003962;GO:0016829;GO:0019346;GO:0030170	
KAN1683013.1	O94671	44.1	6.8e-94	Homoserine dehydrogenase	1.1.1.3 {ECO:0000250|UniProtKB:P31116}	GO:0004412;GO:0009067;GO:0009086;GO:0009088;GO:0009090;GO:0046872;GO:0050661;GO:0070403	spo:2541148
KAN1683018.1	Q09330	40.3	8.3e-32	mRNA export protein mlo3		GO:0000346;GO:0000775;GO:0000791;GO:0003729;GO:0005634;GO:0051028;GO:0071040;GO:0140746	spo:2540565
KAN1683020.1	Q8RWL6	35.3	3.4e-25	Serine/threonine-protein kinase STY17	2.7.11.1 {ECO:0000269|PubMed:17090544}	GO:0004674;GO:0004712;GO:0005524;GO:0005829;GO:0007165;GO:0009658;GO:0106310	ath:AT4G35780
KAN1683022.1	P78567	86.2	2.6e-66	Histone H2B		GO:0000786;GO:0003677;GO:0005634;GO:0030527;GO:0046982	
KAN1683023.1	Q9HGX4	84.8	2.4e-68	Histone H2A		GO:0000786;GO:0003677;GO:0005634;GO:0006281;GO:0030527;GO:0046982	
KAN1683024.1	O42903	54.1	2.4e-27	GRIP domain-containing protein C119.12		GO:0005794;GO:0005796;GO:0006888;GO:0007030;GO:0031267	spo:2540061
KAN1683026.1	Q7SEK9	64.3	1.4e-08	Large ribosomal subunit protein mL59		GO:0003735;GO:0005762	ncr:NCU02804
KAN1683028.1	O94753	62.2	1.1e-146	Versatile peroxidase VPL2	1.11.1.16 {ECO:0000269|PubMed:12884090, ECO:0000269|PubMed:16246366, ECO:0000269|PubMed:9987124}	GO:0000302;GO:0005576;GO:0016689;GO:0020037;GO:0034599;GO:0042744;GO:0046274;GO:0046872;GO:0052750	
KAN1683029.1	Q4WWM8	36.3	4.6e-08	Rab guanine nucleotide exchange factor sec2		GO:0005085;GO:0015031;GO:0051286	afm:AFUA_3G06430
KAN1683030.1	P53907	41.9	8.4e-09	Uncharacterized protein YNL144C		GO:0005739;GO:0032473	sce:YNL144C
KAN1683031.1	P20654	93.2	2.7e-221	Serine/threonine-protein phosphatase PP1	3.1.3.16	GO:0000022;GO:0000076;GO:0000077;GO:0000131;GO:0000164;GO:0000723;GO:0000776;GO:0001400;GO:0004722;GO:0005634;GO:0005730;GO:0005737;GO:0005816;GO:0005847;GO:0005979;GO:0006031;GO:0006873;GO:0006986;GO:0007059;GO:0007094;GO:0007116;GO:0007346;GO:0008360;GO:0009408;GO:0030010;GO:0030428;GO:0030437;GO:0031297;GO:0032174;GO:0034501;GO:0046872;GO:0051211;GO:1901901;GO:1903501;GO:2000370	ani:ANIA_00410
KAN1683032.1	G2X2I9	36.5	1.2e-104	Sugar transporter 12		GO:0005351;GO:0016020	vda:VDAG_04513
KAN1683035.1	Q55GE6	32.4	9.7e-19	Probable serine/threonine-protein kinase roco7	2.7.11.1	GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0007165;GO:0106310	ddi:DDB_G0267472
KAN1683036.1	Q8RWL6	31.6	3.0e-28	Serine/threonine-protein kinase STY17	2.7.11.1 {ECO:0000269|PubMed:17090544}	GO:0004674;GO:0004712;GO:0005524;GO:0005829;GO:0007165;GO:0009658;GO:0106310	ath:AT4G35780
KAN1683059.1	Q12526	38.3	5.6e-39	Ras-like protein	3.6.5.2 {ECO:0000250|UniProtKB:P01112}	GO:0003924;GO:0003925;GO:0005525;GO:0005886;GO:0007163;GO:0007265;GO:0009847;GO:0048315;GO:0075306	ani:ANIA_00182
KAN1683060.1	P40506	41.5	4.8e-77	Phosphopantothenate--cysteine ligase CAB2	6.3.2.5	GO:0004632;GO:0005634;GO:0005737;GO:0015937;GO:1990143	sce:YIL083C
KAN1683061.1	G2X321	43.4	4.7e-14	Secretory silencing repressor 1		GO:0003729;GO:0005634	vda:VDAG_04215
KAN1683062.1	O22806	35.4	3.9e-23	Mitotic spindle checkpoint protein BUBR1		GO:0000776;GO:0004672;GO:0005634;GO:0005737;GO:0005815;GO:0005828;GO:0005876;GO:0007094;GO:0010369;GO:0051754	ath:AT2G33560
KAN1683063.1	O14368	34.0	3.6e-19	Heat shock protein 16		GO:0005634;GO:0005737;GO:0005829;GO:0006457;GO:0009408;GO:0009651;GO:0034605;GO:0034620;GO:0042542;GO:0042802;GO:0044183;GO:0051082;GO:0051259;GO:0071218;GO:0140453	spo:2540977
KAN1683064.1	O34714	52.2	3.8e-139	Oxalate decarboxylase OxdC	4.1.1.2 {ECO:0000269|PubMed:10960116, ECO:0000269|PubMed:11546787, ECO:0000269|PubMed:12056897}	GO:0005737;GO:0033609;GO:0046564;GO:0046872	bsu:BSU33240
KAN1683066.1	O14301	33.1	3.9e-76	Uncharacterized WD repeat-containing protein C9G1.05		GO:0003786;GO:0005634;GO:0005829;GO:0030042;GO:0030479;GO:0030864;GO:0032153;GO:0051014;GO:0051015;GO:0051286	spo:2542795
KAN1683067.1	Q9US44	33.3	4.1e-70	Carboxylic acid transmembrane transporter tna1		GO:0005794;GO:0005886;GO:0016020;GO:0022857;GO:0032153;GO:0046943;GO:0051286;GO:1905039	spo:2543262
KAN1683068.1	O74187	63.3	3.4e-240	Aldehyde dehydrogenase	1.2.1.3	GO:0004029;GO:0006068;GO:0019413	
KAN1683070.1	C8VJW1	32.9	2.0e-69	Major facilitator-type transporter hxnP		GO:0005886;GO:0016020;GO:0022857	
KAN1683071.1	P50276	36.4	4.6e-103	High-affinity methionine permease		GO:0000101;GO:0000102;GO:0000324;GO:0003333;GO:0005886;GO:0015179;GO:0015821;GO:0042883;GO:0071944;GO:1903692	sce:YGR055W
KAN1683072.1	Q8NK02	45.9	1.5e-140	1,4-beta-D-glucan cellobiohydrolase B	3.2.1.91	GO:0005576;GO:0009251;GO:0016162;GO:0030245;GO:0030248	ani:ANIA_00494
KAN1683073.1	A0A0D1DWZ5	38.3	1.2e-128	RNA-binding protein RRM4		GO:0003730;GO:0005634;GO:0005768;GO:0005829;GO:0005856;GO:0008143;GO:0008266;GO:0010494;GO:0051028;GO:1990904	uma:UMAG_10836
KAN1683074.1	Q8NK72	54.3	2.4e-60	DNA repair and recombination protein rhm52		GO:0000730;GO:0003697;GO:0005634;GO:0006312;GO:0045002	mgr:MGG_08585
KAN1683076.1	O14321	58.0	2.1e-137	Sterol 24-C-methyltransferase erg6	2.1.1.- {ECO:0000305|PubMed:18310029};2.1.1.41 {ECO:0000305|PubMed:8586261}	GO:0003838;GO:0005634;GO:0005783;GO:0006696;GO:0032259	spo:2539602
KAN1683080.1	P39992	40.7	7.0e-18	Uncharacterized protein YEL023C			sce:YEL023C
KAN1683081.1	B0Y6R2	37.7	1.7e-168	Psi-producing oxygenase A	1.13.11.60;5.4.4.5	GO:0004497;GO:0004601;GO:0005506;GO:0006979;GO:0016705;GO:0016853;GO:0020037;GO:0052878	
KAN1683082.1	F9FAJ9	36.1	5.4e-25	Bifunctional dioxygenase (DOX)-epoxy alcohol synthase (EAS)	1.-.-.- {ECO:0000269|PubMed:25121983};1.13.11.- {ECO:0000269|PubMed:25121983};1.13.11.62 {ECO:0000269|PubMed:25121983}	GO:0004497;GO:0004601;GO:0005506;GO:0006631;GO:0006979;GO:0016705;GO:0020037;GO:0051213	
KAN1683083.1	Q8Y676	34.3	1.3e-18	Methionyl-tRNA formyltransferase	2.1.2.9 {ECO:0000255|HAMAP-Rule:MF_00182}	GO:0004479;GO:0005829;GO:0071951	lmo:lmo1823
KAN1683089.1	P53695	43.6	3.0e-92	Exodeoxyribonuclease 1	3.1.-.-	GO:0000706;GO:0000710;GO:0000723;GO:0000724;GO:0000729;GO:0003690;GO:0005634;GO:0006298;GO:0006310;GO:0006312;GO:0017108;GO:0031297;GO:0035312;GO:0035861;GO:0043570;GO:0046872;GO:0051908;GO:0072686;GO:1990426	spo:2540348
KAN1683091.1	P71359	33.1	1.4e-15	ATP-dependent DNA helicase RecQ	5.6.2.4 {ECO:0000250|UniProtKB:P15043}	GO:0003677;GO:0005524;GO:0005694;GO:0005737;GO:0006260;GO:0006281;GO:0006310;GO:0009378;GO:0009432;GO:0016887;GO:0030894;GO:0043138;GO:0043590;GO:0046872	hin:HI_0728
KAN1683094.1	Q9P7W2	34.8	1.1e-24	Probable 5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	GO:0005524;GO:0005737;GO:0005739;GO:0009396;GO:0030272;GO:0035999	spo:2539626
KAN1683095.1	Q4WI46	38.6	1.3e-53	Crh-like protein 2	2.4.-.- {ECO:0000269|PubMed:30971696};3.2.1.14 {ECO:0000269|PubMed:30971696}	GO:0005886;GO:0005975;GO:0008843;GO:0009277;GO:0016757;GO:0071555;GO:0098552	afm:AFUA_2G03120
KAN1683096.1	O74502	43.2	1.8e-229	DNA mismatch repair protein msh6		GO:0005524;GO:0005634;GO:0005829;GO:0006298;GO:0016887;GO:0030983;GO:0032137;GO:0032301;GO:0043570;GO:0140664	spo:2539215
KAN1683097.1	A2QAP8	37.4	3.2e-57	Intradiol ring-cleavage dioxygenase hqdA	1.13.11.1 {ECO:0000269|Ref.2};1.13.11.37 {ECO:0000269|Ref.2}	GO:0008199;GO:0009712;GO:0018576;GO:0047074	ang:An01g12310
KAN1683098.1	P61517	31.1	3.1e-24	Carbonic anhydrase 2	4.2.1.1 {ECO:0000269|PubMed:11316870}	GO:0004089;GO:0005829;GO:0008270;GO:0015976;GO:0042802;GO:0051289	ecj:JW0122;eco:b0126;ecoc:C3026_00535
KAN1683102.1	P9WEJ0	31.2	1.1e-65	Cytochrome P450 monooxygenase claO	1.-.-.- {ECO:0000305|PubMed:38602511}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1683105.1	I6YGS0	30.7	1.8e-38	Epoxide hydrolase A	3.3.2.10 {ECO:0000250|UniProtKB:P95276}	GO:0004301;GO:0009636;GO:0016787;GO:0042803	mtu:Rv3617;mtv:RVBD_3617
KAN1683106.1	P14742	61.2	3.0e-313	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	2.6.1.16	GO:0004360;GO:0006002;GO:0006031;GO:0006047;GO:0006048;GO:0006487;GO:0097367	sce:YKL104C
KAN1683116.1	Q9USS7	36.0	2.4e-164	Uncharacterized protein C4.03c		GO:0000149;GO:0005829;GO:0006886;GO:0008270;GO:0030127;GO:0032511;GO:0070971;GO:0090110	spo:2540710
KAN1683117.1	Q00083	39.2	1.9e-37	Anucleate primary sterigmata protein A		GO:0000226;GO:0005543;GO:0005739;GO:0005886;GO:0005938;GO:0007097;GO:0015631;GO:0032065;GO:0048315;GO:0051647	ani:ANIA_07757
KAN1683120.1	O59804	60.0	2.0e-33	10 kDa heat shock protein, mitochondrial		GO:0005524;GO:0005739;GO:0005759;GO:0006457;GO:0030150;GO:0044183;GO:0046872;GO:0051082;GO:0051087	spo:2539489
KAN1683121.1	P0CP44	43.7	5.0e-75	Protein N-terminal and lysine N-methyltransferase EFM7	2.1.1.- {ECO:0000255|HAMAP-Rule:MF_03223}	GO:0005737;GO:0008276;GO:0016279;GO:0032259;GO:0071885	
KAN1683123.1	O13632	31.6	1.5e-19	Tyrosine-protein phosphatase yvh1	3.1.3.48	GO:0004725;GO:0005634;GO:0005829;GO:0008138;GO:0023052;GO:0180023	spo:2540146
KAN1683124.1	P00721	54.1	7.3e-77	N,O-diacetylmuramidase	3.2.1.17	GO:0003796;GO:0005576;GO:0009253;GO:0016052;GO:0016998;GO:0031640;GO:0042742	
KAN1683128.1	O13871	34.5	4.8e-49	Uncharacterized methyltransferase C1B3.06c	2.1.1.-	GO:0005634;GO:0005829;GO:0008168;GO:0032259	spo:2542230
KAN1683129.1	Q1MLL4	35.1	3.7e-24	Galactitol 2-dehydrogenase	1.1.1.16 {ECO:0000269|PubMed:24731824}	GO:0019402;GO:0047713	rle:RL0645
KAN1683130.1	Q9Y6Z9	43.1	5.5e-49	Oxidoreductase implicated in carbohydrate assimilation	1.1.1.- {ECO:0000250|UniProtKB:P87219}	GO:0005739;GO:0005975;GO:0016616;GO:0044281	spo:2543428
KAN1683131.1	A8N4R7	68.9	1.7e-92	Acireductone dioxygenase 1	1.13.11.53 {ECO:0000255|HAMAP-Rule:MF_03154};1.13.11.54 {ECO:0000255|HAMAP-Rule:MF_03154}	GO:0005506;GO:0005634;GO:0005737;GO:0010308;GO:0010309;GO:0016151;GO:0019509	cci:CC1G_11132
KAN1683132.1	F1SYB2	33.4	9.9e-87	Cytochrome P450 monooxygenase 124	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1683133.1	Q8D2Q6	47.1	2.7e-10	Chaperone protein DnaJ		GO:0005524;GO:0005737;GO:0006260;GO:0008270;GO:0009408;GO:0031072;GO:0042026;GO:0051082	wbr:dnaJ
KAN1683135.1	D4ANU4	55.4	7.2e-80	N,O-diacetylmuramidase	3.2.1.17 {ECO:0000250|UniProtKB:P00721}	GO:0003796;GO:0005576;GO:0009253;GO:0016052;GO:0016998;GO:0031640;GO:0042742	abe:ARB_05911
KAN1683136.1	P78706	63.7	1.1e-62	Transcriptional repressor rco-1		GO:0000122;GO:0000278;GO:0003714;GO:0005634;GO:0006351;GO:0006972;GO:0006974;GO:0017053;GO:0030435;GO:0036033;GO:0042304;GO:0042393;GO:0042826;GO:0045944;GO:0048315;GO:0080025;GO:2000879	ncr:NCU06205
KAN1683139.1	P78605	73.3	2.2e-190	Ornithine carbamoyltransferase, mitochondrial	2.1.3.3	GO:0004585;GO:0005759;GO:0016597;GO:0019240;GO:0042450	
KAN1683140.1	A0A7T8F1L4	36.4	5.6e-190	Non-canonical nonribosomal peptide synthetase FrzA	1.2.1.101 {ECO:0000269|PubMed:33372776}	GO:0016491;GO:0016874	
KAN1683143.1	A7XZT2	36.9	3.6e-80	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAN1683145.1	P49018	71.3	2.2e-135	GPI-anchor transamidase	3.-.-.-	GO:0003923;GO:0005783;GO:0005789;GO:0006506;GO:0006508;GO:0016255;GO:0031505;GO:0042765	sce:YDR331W
KAN1683147.1	A7XZT2	39.0	2.3e-99	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAN1683149.1	A7XZT2	41.0	7.7e-108	Probable alpha-galactosidase B	3.2.1.22	GO:0004557;GO:0005576;GO:0005975	
KAN1683154.1	O94372	49.4	2.4e-69	Uncharacterized protein C1604.06c		GO:0005730;GO:0006364;GO:0016020;GO:0030692;GO:0032040	spo:2539987
KAN1683155.1	A0A075TMP0	37.5	1.1e-70	Alcohol dehydrogenase patD	1.1.1.- {ECO:0000269|PubMed:30680886}	GO:0004022;GO:0005829;GO:0008106;GO:0016491;GO:0046872;GO:0140723	
KAN1683158.1	Q5I0E8	42.8	6.3e-74	Kinesin-like protein KIF22		GO:0000785;GO:0003677;GO:0003777;GO:0005524;GO:0005737;GO:0005819;GO:0005871;GO:0005874;GO:0006281;GO:0007018;GO:0007062;GO:0007080;GO:0008017;GO:0016607;GO:0016887;GO:0051310;GO:0072686	rno:293502
KAN1683160.1	A0A2H3CZX2	44.9	6.1e-144	Cytochrome P450 monooxygenase ARMGADRAFT_1018420	1.-.-.-	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1683162.1	P56286	52.5	2.9e-107	Eukaryotic translation initiation factor 2 subunit alpha		GO:0002183;GO:0003743;GO:0005829;GO:0005850;GO:0006413;GO:0033290;GO:0043022;GO:0180014;GO:1990624;GO:1990856	spo:2543455
KAN1683163.1	Q02799	81.5	3.2e-07	Zinc finger protein LEE1		GO:0000209;GO:0008270;GO:0016567;GO:0061630	sce:YPL054W
KAN1683164.1	O94321	47.6	4.2e-18	Multistep phosphorelay regulator 1		GO:0000160;GO:0005634;GO:0005737;GO:0005829;GO:0009927;GO:0010972;GO:0043424;GO:1900745	spo:2541178
KAN1683166.1	Q9P6P9	47.2	1.7e-130	[Pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial	2.7.11.2	GO:0004740;GO:0005524;GO:0005739;GO:0005759;GO:0006086;GO:0010510;GO:0010906;GO:0016887	spo:2543651
KAN1683174.1	Q9HGN6	43.8	3.0e-104	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]	1.3.1.- {ECO:0000269|PubMed:34798057};1.3.1.88 {ECO:0000305|PubMed:34798057}	GO:0005634;GO:0005739;GO:0006397;GO:0017150;GO:0050660;GO:0102262;GO:0102263;GO:0106414	spo:2541048
KAN1683175.1	J5J1K4	32.3	1.2e-71	Circadian oscillator component WC1		GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0008270;GO:0009881;GO:0043565;GO:0048511	
KAN1683176.1	O42781	73.1	8.1e-191	Mitogen-activated protein kinase 2	2.7.11.24	GO:0000751;GO:0004707;GO:0005524;GO:0005634;GO:0007165;GO:0019236;GO:0106310	
KAN1683184.1	Q870W0	71.3	1.1e-245	Protein transport protein SEC61 subunit alpha		GO:0000324;GO:0005048;GO:0005784;GO:0006616;GO:0008320;GO:0015450;GO:0030970;GO:0031204;GO:0043022;GO:0070843;GO:1904680	ncr:NCU08897
KAN1683190.1	Q58D20	52.9	1.6e-72	Notchless protein homolog 1		GO:0005730;GO:0007219;GO:0008593	bta:509793
KAN1683195.1	P35720	41.1	2.8e-19	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial		GO:0005743;GO:0006099;GO:0006121;GO:0009055;GO:0020037;GO:0045273;GO:0046872	bta:327696
KAN1683208.1	P22189	45.1	3.0e-260	Sodium/potassium exporting P-type ATPase cta3	7.2.2.3 {ECO:0000250|UniProtKB:P13587}	GO:0000324;GO:0005524;GO:0005886;GO:0006813;GO:0006814;GO:0006874;GO:0008554;GO:0008556;GO:0008900;GO:0016887;GO:0031520;GO:0032178;GO:0034220;GO:0046872;GO:0097623	spo:2541204
KAN1683209.1	Q58D20	50.2	8.8e-80	Notchless protein homolog 1		GO:0005730;GO:0007219;GO:0008593	bta:509793
KAN1683219.1	Q9CL21	30.2	3.9e-15	ATP-dependent DNA helicase RecQ	5.6.2.4 {ECO:0000250|UniProtKB:P15043}	GO:0003677;GO:0005524;GO:0005737;GO:0006260;GO:0006281;GO:0006310;GO:0009378;GO:0009432;GO:0016887;GO:0030894;GO:0043138;GO:0043590;GO:0046872	pmu:PM1427
KAN1683245.1	P20654	77.6	2.3e-32	Serine/threonine-protein phosphatase PP1	3.1.3.16	GO:0000022;GO:0000076;GO:0000077;GO:0000131;GO:0000164;GO:0000723;GO:0000776;GO:0001400;GO:0004722;GO:0005634;GO:0005730;GO:0005737;GO:0005816;GO:0005847;GO:0005979;GO:0006031;GO:0006873;GO:0006986;GO:0007059;GO:0007094;GO:0007116;GO:0007346;GO:0008360;GO:0009408;GO:0030010;GO:0030428;GO:0030437;GO:0031297;GO:0032174;GO:0034501;GO:0046872;GO:0051211;GO:1901901;GO:1903501;GO:2000370	ani:ANIA_00410
KAN1683269.1	A0A0D1E921	38.8	3.4e-18	Appressorium protein ROW1		GO:0005576;GO:0005886;GO:0075016	uma:UMAG_00309
KAN1683279.1	Q2TXF2	39.0	1.2e-31	MFS-type transporter oryF		GO:0016020;GO:0022857	aor:AO090010000169
KAN1683307.1	P20654	77.6	5.5e-30	Serine/threonine-protein phosphatase PP1	3.1.3.16	GO:0000022;GO:0000076;GO:0000077;GO:0000131;GO:0000164;GO:0000723;GO:0000776;GO:0001400;GO:0004722;GO:0005634;GO:0005730;GO:0005737;GO:0005816;GO:0005847;GO:0005979;GO:0006031;GO:0006873;GO:0006986;GO:0007059;GO:0007094;GO:0007116;GO:0007346;GO:0008360;GO:0009408;GO:0030010;GO:0030428;GO:0030437;GO:0031297;GO:0032174;GO:0034501;GO:0046872;GO:0051211;GO:1901901;GO:1903501;GO:2000370	ani:ANIA_00410
KAN1683309.1	A8N374	32.4	3.3e-20	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAN1683310.1	A8N374	54.6	2.4e-36	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAN1683316.1	O14111	33.3	1.8e-19	Phosphatidylserine decarboxylase proenzyme 3	4.1.1.65 {ECO:0000255|HAMAP-Rule:MF_03209}	GO:0000139;GO:0000329;GO:0004609;GO:0005543;GO:0005795;GO:0005829;GO:0006646;GO:0006656;GO:0010008;GO:0016540;GO:0032153;GO:0046872	spo:2543178
KAN1683320.1	A8N374	54.6	2.4e-36	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAN1683321.1	A8N374	32.4	3.3e-20	Secondary metabolism regulator laeA	2.1.1.- {ECO:0000250|UniProtKB:C8VQG9}	GO:0005634;GO:0006351;GO:0008168;GO:0030435;GO:0032259	cci:CC1G_00498
KAN1683324.1	Q8BFY9	38.3	2.6e-201	Transportin-1		GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0006606;GO:0008139;GO:0031267;GO:0061608	mmu:238799
KAN1683325.1	A6QTX7	44.1	9.9e-17	Autophagy-related protein 18		GO:0005774;GO:0006914;GO:0010008;GO:0015031;GO:0034045	aje:HCAG_00833
