protein_id	sprot_acc	pident	protein_name	EC	signal_peptide	n_TM_outside_signal	secreted
KAN1679103.1	E7F6H7	49.9	Dynein, cytoplasmic 1, intermediate chain 2a			0	0
KAN1679104.1	Q8TFH7	35.2	Probable tRNA-splicing endonuclease subunit sen2	4.6.1.16		0	0
KAN1679105.1	Q1MTP1	37.2	THP3 homolog C2A9.11c			0	0
KAN1679106.1	Q6C9G2	38.9	Protein BFR2			0	0
KAN1679108.1	Q8N0N3	39.2	Beta-1,3-glucan-binding protein		1-17	0	1
KAN1679109.1	D4AUF1	52.3	WSC domain-containing protein ARB_07867		1-24	0	1
KAN1679110.1	P0CR64	50.3	Sorting nexin-41			0	0
KAN1679112.1	Q9USM7	57.4	Mitochondrial import inner membrane translocase subunit tim23			3	0
KAN1679113.1	A0A1D8PHA3	73.4	Cytochrome b-c1 complex catalytic subunit, mitochondrial	7.1.1.8 {ECO:0000250|UniProtKB:P07143}		2	0
KAN1679115.1	P52808	73.3	Large ribosomal subunit protein eL30A			0	0
KAN1679123.1	Q9Y7R3	33.2	Condensin complex subunit 2			0	0
KAN1679129.1	Q4PHV3	37.4	Pre-rRNA-processing protein IPI3			0	0
KAN1679130.1	Q9QYI7	53.4	DnaJ homolog subfamily B member 8			0	0
KAN1679135.1	Q921Y4	32.5	Solute carrier family 61 member 1			12	0
KAN1679136.1	O14281	48.6	Uncharacterized mitochondrial carrier C8C9.12c			6	0
KAN1679137.1	O42958	30.8	Deadenylation-dependent mRNA-decapping factor pdc2			0	0
KAN1679140.1	Q06625	44.6	Glycogen debranching enzyme	2.4.1.25;3.2.1.33		0	0
KAN1679144.1	Q12126	62.2	Serine/threonine-protein kinase crk1	2.7.11.23 {ECO:0000269|PubMed:8557036, ECO:0000269|PubMed:8557037, ECO:0000269|PubMed:9857180}		0	0
KAN1679145.1	P25686	42.7	DnaJ homolog subfamily B member 2			0	0
KAN1679147.1	A0A024SMV2	36.2	D-xylose 1-dehydrogenase (NADP(+))	1.1.1.179 {ECO:0000269|PubMed:18031347}		0	0
KAN1679150.1	O13917	52.0	Hypoxanthine-guanine phosphoribosyltransferase	2.4.2.8 {ECO:0000250|UniProtKB:Q04178}		0	0
KAN1679153.1	O60171	49.2	SAGA complex/transcription factor TFIID complex subunit Taf10			0	0
KAN1679155.1	P53165	44.8	SAGA complex subunit SGF73			0	0
KAN1679158.1	Q10498	33.8	Co-chaperone protein HGH1 homolog			0	0
KAN1679159.1	Q9P6U9	80.4	ATP-dependent RNA helicase ded1	3.6.4.13		0	0
KAN1679161.1	J9VWG0	55.7	GATA-type transcription factor 201			0	0
KAN1679165.1	Q9VU86	34.5	SAGA complex subunit Spt20			0	0
KAN1679172.1	J9VT48	45.8	Post-transcriptional regulator MKT1			0	0
KAN1679176.1	J9VJP1	71.7	Bifunctional purine biosynthesis protein ADE16	2.1.2.3 {ECO:0000269|PubMed:36063996};3.5.4.10 {ECO:0000269|PubMed:36063996}		0	0
KAN1679184.1	Q9NVH0	33.0	Exonuclease 3'-5' domain-containing protein 2	3.1.11.1 {ECO:0000269|PubMed:26807646, ECO:0000269|PubMed:31127291};3.1.13.- {ECO:0000269|PubMed:29335528, ECO:0000269|PubMed:31127291}		1	0
KAN1679187.1	Q9UT44	53.8	Probable gamma-glutamyl phosphate reductase	1.2.1.41		0	0
KAN1679188.1	Q9USQ4	34.3	NASP-related protein sim3			0	0
KAN1679189.1	O60167	36.5	ENTH domain-containing protein C19F8.03c			0	0
KAN1679190.1	Q9HCE9	47.0	Anoctamin-8			8	0
KAN1679192.1	Q9HCE9	47.0	Anoctamin-8			8	0
KAN1679194.1	Q9HCE9	47.0	Anoctamin-8			8	0
KAN1679197.1	Q9HCE9	47.0	Anoctamin-8			8	0
KAN1679199.1	Q9HCE9	47.0	Anoctamin-8			8	0
KAN1679200.1	P74369	31.1	UPF0014 membrane protein slr1647			7	0
KAN1679201.1	K0E3U9	53.1	Major facilitator-type transporter ecdD			12	0
KAN1679202.1	P06182	47.2	Holocytochrome-c synthase	4.4.1.17 {ECO:0000269|PubMed:3034577}		0	0
KAN1679205.1	P35123	33.5	Ubiquitin carboxyl-terminal hydrolase 4	3.4.19.12 {ECO:0000250|UniProtKB:Q13107}		0	0
KAN1679206.1	O13902	41.2	Dihydroxyacetone kinase 1	2.7.1.28;2.7.1.29 {ECO:0000269|PubMed:10091325}		0	0
KAN1679207.1	Q750U8	34.2	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82			0	0
KAN1679210.1	O61462	79.1	Large ribosomal subunit protein eL43			0	0
KAN1679211.1	P13860	60.8	Exoglucanase 1	3.2.1.91	1-18	0	1
KAN1679212.1	B8N306	42.2	Probable alpha-galactosidase B	3.2.1.22	1-19	0	1
KAN1679213.1	P13860	61.0	Exoglucanase 1	3.2.1.91	1-18	0	1
KAN1679214.1	P56213	54.0	FAD-linked sulfhydryl oxidase ALR	1.8.3.2 {ECO:0000250|UniProtKB:P55789}		0	0
KAN1679215.1	P32804	44.0	High-affinity zinc transporter ZRT1			8	0
KAN1679216.1	Q01852	35.8	Mitochondrial import inner membrane translocase subunit TIM44			0	0
KAN1679218.1	P13860	59.5	Exoglucanase 1	3.2.1.91	1-18	0	1
KAN1679221.1	Q12624	46.9	Endoglucanase 3	3.2.1.4	1-16	0	1
KAN1679222.1	P13860	59.5	Exoglucanase 1	3.2.1.91	1-18	0	1
KAN1679223.1	A0A0C2SRU0	44.3	Decarboxylase iboD	4.1.1.- {ECO:0000305|PubMed:32233056}		0	0
KAN1679227.1	P27730	33.7	Calpain	3.4.22.-		0	0
KAN1679231.1	Q6C9R9	33.7	Phosphatidylinositol transfer protein SFH5			0	0
KAN1679233.1	Q2UPA7	31.9	Dehydrogenase aclE	1.-.-.- {ECO:0000305|PubMed:25302411}	1-19	0	1
KAN1679235.1	B6HIC2	31.9	MFS-rype transporter paaT			12	0
KAN1679236.1	Q0IID9	47.2	Glycerol kinase	2.7.1.30 {ECO:0000250|UniProtKB:P32189}		1	0
KAN1679237.1	Q2UFL0	53.2	ATP-dependent RNA helicase dbp9	3.6.4.13		0	0
KAN1679238.1	Q8H116	36.3	Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS2	3.2.1.113 {ECO:0000269|PubMed:19914916}		1	0
KAN1679239.1	Q8H116	36.3	Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS2	3.2.1.113 {ECO:0000269|PubMed:19914916}		1	0
KAN1679241.1	B2GUY0	38.1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	3.2.1.113 {ECO:0000250|UniProtKB:P32906}		1	0
KAN1679243.1	B2GUY0	37.9	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	3.2.1.113 {ECO:0000250|UniProtKB:P32906}		1	0
KAN1679244.1	Q5L2G3	49.2	Uncharacterized oxidoreductase CzcO-like	1.-.-.-		0	0
KAN1679249.1	A0A1L3THR9	34.8	Chitin deacetylase	3.5.1.41 {ECO:0000269|PubMed:27901067}	1-16	0	1
KAN1679257.1	G2X2I9	39.4	Sugar transporter 12			12	0
KAN1679265.1	F1SYB2	34.5	Cytochrome P450 monooxygenase 124	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1679266.1	A1D2R3	36.7	Probable quinate permease			11	0
KAN1679318.1	A0A0A2IBP6	32.1	MFS-type transporter cnsO			11	0
KAN1679319.1	A0A0A2IBP6	47.5	MFS-type transporter cnsO			11	0
KAN1679326.1	O42631	55.6	MYND-type zinc finger protein samB			0	0
KAN1679327.1	O60177	34.6	ATP-dependent chromatin remodeler/E3 ubiquitin-protein ligase rrp2	2.3.2.27 {ECO:0000250|UniProtKB:Q14527};3.6.4.- {ECO:0000305|PubMed:28552615}		0	0
KAN1679329.1	O42631	55.6	MYND-type zinc finger protein samB			0	0
KAN1680809.1	O60177	34.6	ATP-dependent chromatin remodeler/E3 ubiquitin-protein ligase rrp2	2.3.2.27 {ECO:0000250|UniProtKB:Q14527};3.6.4.- {ECO:0000305|PubMed:28552615}		0	0
KAN1680811.1	O42631	55.6	MYND-type zinc finger protein samB			0	0
KAN1680815.1	P23724	47.5	Proteasome subunit beta type-6			0	0
KAN1680816.1	Q1DNE5	42.2	Protein ROT1		1-19	1	0
KAN1680817.1	O13503	62.0	Class I hydrophobin POH2		1-21	0	1
KAN1680819.1	I2DBY3	47.0	Dye-decolorizing peroxidase	1.11.1.19 {ECO:0000269|PubMed:23111597};1.11.1.7 {ECO:0000269|PubMed:23111597}	1-21	0	1
KAN1680824.1	Q99145	59.9	ATP phosphoribosyltransferase	2.4.2.17		0	0
KAN1680827.1	P37202	47.9	Exosome complex exonuclease dis3	3.1.13.-;3.1.26.-		0	0
KAN1680831.1	P29138	44.6	Cuticle-degrading protease	3.4.21.-	1-18	0	1
KAN1680832.1	O60122	43.9	Anthranilate phosphoribosyltransferase	2.4.2.18		0	0
KAN1680835.1	Q54WM0	30.4	Transmembrane protein 184 homolog DDB_G0279555			7	0
KAN1680836.1	F1SY91	42.3	Cytochrome P450 monooxygenase 98	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1680837.1	Q5XIS1	30.8	Protein phosphatase Slingshot homolog 3	3.1.3.16;3.1.3.48		0	0
KAN1680838.1	P0CQ44	42.6	RNA exonuclease 4	3.1.-.-		0	0
KAN1680839.1	C4JF79	34.0	Peptidase uncH	3.4.14.- {ECO:0000269|PubMed:40387549}		0	0
KAN1680844.1	Q00808	31.7	Vegetative incompatibility protein HET-E-1			0	0
KAN1680845.1	P55059	43.1	Protein disulfide-isomerase	5.3.4.1	1-20	0	1
KAN1680848.1	P55059	39.2	Protein disulfide-isomerase	5.3.4.1	1-20	0	1
KAN1680851.1	P50090	30.7	Kelch repeat-containing protein 2			0	0
KAN1680852.1	P0CT90	31.5	3-O-methyltransferase 2	2.1.1.- {ECO:0000269|PubMed:26672450}		0	0
KAN1680853.1	Q66HE5	32.9	NUAK family SNF1-like kinase 2	2.7.11.1		0	0
KAN1680854.1	P34946	43.8	Carboxypeptidase S1	3.4.16.6		0	0
KAN1680857.1	P18253	71.0	Peptidyl-prolyl cis-trans isomerase	5.2.1.8		0	0
KAN1680858.1	Q9P784	70.6	Large ribosomal subunit protein uL4B			0	0
KAN1680862.1	P21734	52.0	Ubiquitin-conjugating enzyme E2 1	2.3.2.23		0	0
KAN1680863.1	Q10367	35.9	ADP-ribosylation factor GTPase-activating protein glo3			0	0
KAN1680865.1	Q7SAQ1	82.5	AP-2 complex subunit sigma			0	0
KAN1680874.1	Q99127	65.5	Chitin synthase 4	2.4.1.16 {ECO:0000305|Ref.2}		7	0
KAN1680875.1	W7MTI3	33.9	MFS-type transporter FVEG_12626			12	0
KAN1680876.1	Q60441	40.3	Mannose-P-dolichol utilization defect 1 protein			7	0
KAN1680878.1	Q6V291	41.2	Microtubule-associated protein RP/EB family member 1			0	0
KAN1680879.1	P40013	65.8	Protein BIM1			0	0
KAN1680881.1	F1SYH4	38.1	Cytochrome P450 monooxygenase 212	1.-.-.- {ECO:0000305|PubMed:21938516}	1-14	0	1
KAN1680882.1	A0A0U5GQ05	33.3	FAD-dependent monooxygenase drtC	1.-.-.- {ECO:0000269|PubMed:34468074}		0	0
KAN1680883.1	A0A2H3CNY6	39.5	Cytochrome P450 monooxygenase ARMGADRAFT_974139	1.-.-.-		1	0
KAN1680884.1	Q9Y256	35.1	CAAX prenyl protease 2	3.4.26.1 {ECO:0000269|PubMed:10085068}		7	0
KAN1680887.1	O60058	52.6	ATPase family gene 2 protein	3.6.4.10 {ECO:0000250|UniProtKB:P32794}		0	0
KAN1680888.1	Q8BXQ2	33.1	GPI-anchor transamidase component PIGT		1-25	1	0
KAN1680889.1	I2C092	33.6	Beta-mannosidase B	3.2.1.25		0	0
KAN1680890.1	P0DXV5	31.7	FAD-dependent monooxygenase resA	1.-.-.- {ECO:0000305|PubMed:39105744}	1-17	0	1
KAN1680901.1	P14065	42.6	Glycerol 2-dehydrogenase (NADP(+))	1.1.1.156		0	0
KAN1680903.1	O13503	55.5	Class I hydrophobin POH2		1-21	0	1
KAN1680904.1	P07921	31.8	Lactose permease			12	0
KAN1680908.1	P0CT89	51.4	4-O-methyltransferase 1	2.1.1.- {ECO:0000269|PubMed:26672450}		0	0
KAN1680910.1	Q7T312	61.0	Coiled-coil domain-containing protein 25			1	0
KAN1680912.1	O70467	36.1	Protein arginine N-methyltransferase 3	2.1.1.319 {ECO:0000269|PubMed:9642256}		0	0
KAN1680913.1	C8VK14	36.7	2-oxoglutarate-Fe(II) type oxidoreductase hxnY	1.14.11.- {ECO:0000255|PROSITE-ProRule:PRU00805}		0	0
KAN1680915.1	O94586	55.1	Adenosine 5'-monophosphoramidase hnt1	3.-.-.- {ECO:0000250|UniProtKB:P49773}		0	0
KAN1680918.1	P48637	39.6	Glutathione synthetase	6.3.2.3 {ECO:0000269|PubMed:7646467, ECO:0000269|PubMed:9215686}		0	0
KAN1680920.1	Q9SYK0	38.6	Beta-hexosaminidase 2	3.2.1.52	1-28	0	1
KAN1680921.1	P78813	43.3	ENTH domain-containing protein C794.11c			0	0
KAN1680922.1	P53610	32.6	Geranylgeranyl transferase type-1 subunit beta	2.5.1.59		0	0
KAN1680923.1	P87240	39.7	General negative regulator of transcription subunit 2			0	0
KAN1680925.1	P36519	38.2	Large ribosomal subunit protein uL5m			0	0
KAN1680926.1	Q0CL79	41.8	Cytokinesis protein sepH	2.7.11.1		0	0
KAN1680927.1	P42769	48.4	Glutathione S-transferase PM239X14	2.5.1.18		0	0
KAN1680929.1	Q9UT32	38.2	Putative ribosome biogenesis protein C8F11.04			0	0
KAN1680931.1	P61517	35.9	Carbonic anhydrase 2	4.2.1.1 {ECO:0000269|PubMed:11316870}		0	0
KAN1680932.1	G2XER7	42.7	Quinone oxidoreductase PKS9	1.6.5.5 {ECO:0000250|UniProtKB:Q53FA7}		0	0
KAN1680933.1	Q39233	34.6	Syntaxin-21			1	0
KAN1680934.1	O42700	67.8	Transaldolase	2.2.1.2 {ECO:0000250|UniProtKB:P0A870}		0	0
KAN1680938.1	P00365	51.4	NAD-specific glutamate dehydrogenase	1.4.1.2		0	0
KAN1680939.1	Q4P965	42.8	RNA-binding protein VTS1			0	0
KAN1680940.1	Q9X248	38.1	3-oxoacyl-[acyl-carrier-protein] reductase FabG	1.1.1.100		0	0
KAN1680941.1	F1SYC2	31.9	Cytochrome P450 monooxygenase 136	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1680942.1	A0A8J9S3B0	42.2	Short-chain dehydrogenase/reductase PhomF	1.-.-.- {ECO:0000305|PubMed:34608734}		0	0
KAN1680948.1	P28584	31.1	Low-affinity potassium transport protein			12	0
KAN1680949.1	Q10146	36.0	Exosome complex exonuclease rrp6	3.1.13.- {ECO:0000250|UniProtKB:Q12149}		0	0
KAN1680951.1	D7PI00	31.0	Transcription factor vrtR1			0	0
KAN1680953.1	Q9UFF9	60.7	CCR4-NOT transcription complex subunit 8	3.1.13.4		0	0
KAN1680954.1	O74653	36.5	Protein pob1			0	0
KAN1680961.1	Q8BIZ6	53.5	Smad nuclear-interacting protein 1			0	0
KAN1680963.1	Q96WP5	67.1	Deoxyhypusine hydroxylase	1.14.99.29 {ECO:0000255|HAMAP-Rule:MF_03101}		0	0
KAN1680964.1	A4FV84	44.7	mRNA turnover protein 4 homolog			0	0
KAN1680966.1	Q9V674	50.7	Cytochrome P450 6g1	1.14.-.-		0	0
KAN1680970.1	P43069	30.6	Cell division control protein 25			0	0
KAN1680972.1	P0CO78	65.4	Mitochondrial Rho GTPase 1	3.6.5.-		1	0
KAN1680973.1	Q6B9X6	32.9	Alpha-protein kinase vwkA	2.7.11.1		0	0
KAN1680975.1	Q9LNW0	40.8	17.8 kDa class I heat shock protein			0	0
KAN1680982.1	A0A1V0QSC6	41.3	Short-chain dehydrogenase/reductase eriH	1.1.1.- {ECO:0000269|PubMed:31535864}		0	0
KAN1681000.1	P0CR43	31.2	Histone-lysine N-methyltransferase SET5	2.1.1.- {ECO:0000250|UniProtKB:P38890}		0	0
KAN1681002.1	Q9CQE7	41.1	Endoplasmic reticulum-Golgi intermediate compartment protein 3			2	0
KAN1681003.1	Q53552	35.5	Salicylate hydroxylase	1.14.13.1		0	0
KAN1681004.1	P97390	45.6	Vacuolar protein sorting-associated protein 45			0	0
KAN1681007.1	P0CP94	73.8	FK506-binding protein 1	5.2.1.8		0	0
KAN1681018.1	A9I847	49.8	Pyridoxine/pyridoxamine 5'-phosphate oxidase	1.4.3.5 {ECO:0000255|HAMAP-Rule:MF_01629}		0	0
KAN1681019.1	P07341	35.0	Fructose-bisphosphate aldolase B	4.1.2.13		0	0
KAN1681020.1	Q9P778	40.4	Dipeptidyl-peptidase 5	3.4.14.-	1-19	0	1
KAN1681023.1	P13860	64.1	Exoglucanase 1	3.2.1.91	1-18	0	1
KAN1681024.1	Q9C0N4	61.8	Superoxide dismutase [Cu-Zn]	1.15.1.1 {ECO:0000250|UniProtKB:P85978}		0	0
KAN1681027.1	J9VF33	58.3	ABC multidrug transporter MDR1			12	0
KAN1681028.1	J9W0G9	63.7	Serine/threonine-protein kinase YPK1	2.7.11.1 {ECO:0000250|UniProtKB:Q9P7J8}		0	0
KAN1681029.1	Q9QUM7	32.3	MutS protein homolog 5			0	0
KAN1681030.1	P50085	64.0	Prohibitin-2			1	0
KAN1681031.1	Q10482	44.4	Vacuolar arginine/histidine antiporter stm1			7	0
KAN1681034.1	Q54TY7	84.8	Serum response factor homolog A			0	0
KAN1681036.1	O94740	37.2	Hsp90 co-chaperone Cdc37			0	0
KAN1681039.1	J9VKM7	53.0	High-affinity nickel transport protein			8	0
KAN1681043.1	Q12374	33.5	Nuclear control of ATPase protein 2			2	0
KAN1681045.1	P17980	73.1	26S proteasome regulatory subunit 6A			0	0
KAN1681050.1	P25711	49.6	NADH-ubiquinone oxidoreductase 21 kDa subunit, mitochondrial			0	0
KAN1681051.1	Q70GH4	40.9	Tripeptidyl-peptidase sed3	3.4.14.10	1-16	0	1
KAN1681056.1	F1SY68	39.5	Cytochrome P450 monooxygenase 67	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1681058.1	Q8TGG8	50.0	Probable guanosine-diphosphatase	3.6.1.42		1	0
KAN1681060.1	Q9US44	30.6	Carboxylic acid transmembrane transporter tna1			12	0
KAN1681062.1	A0A0A2IBP6	38.1	MFS-type transporter cnsO			11	0
KAN1681063.1	Q0CHZ8	34.6	Probable glucan 1,3-beta-glucosidase D	3.2.1.58		1	0
KAN1681064.1	Q9Y7X9	54.4	KIN17-like protein			0	0
KAN1681068.1	O59809	33.1	Probable importin c550.11			0	0
KAN1681069.1	P0CM04	48.3	Actin-like protein ARP6			0	0
KAN1681071.1	E7EY42	39.2	Phosphatidylserine synthase 2	2.7.8.29 {ECO:0000250|UniProtKB:Q9Z1X2}		7	0
KAN1681074.1	P0DO29	40.4	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	1-20	0	1
KAN1681075.1	P0DO29	37.8	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	1-20	0	1
KAN1681078.1	Q9H6S0	56.4	3'-5' RNA helicase YTHDC2	3.6.4.13 {ECO:0000269|PubMed:29033321}		0	0
KAN1681080.1	P36049	38.7	rRNA-processing protein EBP2			0	0
KAN1681082.1	G0REY8	56.4	AA14 family lytic polysaccharide monooxygenase A	1.14.99.- {ECO:0000269|PubMed:37418595}	1-17	0	1
KAN1681083.1	O14123	45.3	Probable Na(+)/H(+) antiporter sod22			11	0
KAN1681087.1	A2QL84	38.5	Probable beta-galactosidase C	3.2.1.23	1-19	0	1
KAN1681089.1	P50998	54.3	AMP deaminase	3.5.4.6		0	0
KAN1681090.1	Q5BIS9	44.0	5'-AMP-activated protein kinase subunit beta-1			0	0
KAN1681093.1	Q17577	32.2	Acyl-CoA synthetase 7	6.2.1.2 {ECO:0000269|PubMed:29863473, ECO:0000305|PubMed:32702987}		0	0
KAN1681096.1	P51687	35.6	Sulfite oxidase, mitochondrial	1.7.-.- {ECO:0000269|PubMed:41337830};1.8.3.1 {ECO:0000269|PubMed:23163752}		0	0
KAN1681097.1	Q6SSJ3	51.7	Acetolactate synthase, mitochondrial	2.2.1.6		0	0
KAN1681100.1	P0CS08	40.0	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61	2.1.1.220		0	0
KAN1681101.1	Q10445	30.4	DNA repair protein rhp41			0	0
KAN1681104.1	Q5KJ55	57.1	NAD(P)H-hydrate epimerase	5.1.99.6		0	0
KAN1681106.1	Q5AW69	52.5	NAD-dependent protein deacetylase hst2-1	2.3.1.286 {ECO:0000255|PROSITE-ProRule:PRU00236}		0	0
KAN1681109.1	P38230	41.3	Zeta-crystallin	1.6.5.5 {ECO:0000269|PubMed:17497241, ECO:0000269|PubMed:21820057}		0	0
KAN1681110.1	F1SYH0	30.5	Cytochrome P450 monooxygenase 205	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1681111.1	D4AYS6	40.7	Probable extracellular serine carboxypeptidase	3.4.-.- {ECO:0000305}	1-17	1	0
KAN1681115.1	O13943	38.5	Late secretory pathway protein avl9			0	0
KAN1681118.1	B0CZ32	85.7	Methylthioribulose-1-phosphate dehydratase	4.2.1.109 {ECO:0000255|HAMAP-Rule:MF_03116}		0	0
KAN1681120.1	B0YEK2	47.8	Probable alpha-galactosidase D	3.2.1.22	1-16	0	1
KAN1681121.1	Q76L37	39.3	NADPH-dependent conjugated polyketone reductase C1	1.1.1.- {ECO:0000269|PubMed:11826979};1.1.1.358 {ECO:0000269|PubMed:11826979}		0	0
KAN1681124.1	O74758	31.3	Peroxisomal protein 2			0	0
KAN1681125.1	A1D1Z9	36.8	Probable beta-galactosidase A	3.2.1.23	1-18	0	1
KAN1681139.1	P74369	33.2	UPF0014 membrane protein slr1647			7	0
KAN1681146.1	M4IRL6	40.3	Probable CoA ligase CCL7	6.2.1.- {ECO:0000305|PubMed:23300257}		0	0
KAN1681149.1	O14082	45.5	Uncharacterized protein UNK4.17			0	0
KAN1681151.1	Q6CF40	31.1	Chromatin modification-related protein EAF7			0	0
KAN1681152.1	Q9HE05	36.3	Ubiquitin conjugation factor E4	2.3.2.- {ECO:0000250|UniProtKB:P54860}		0	0
KAN1681155.1	Q6H595	32.8	Zinc finger AN1 domain-containing stress-associated protein 17			0	0
KAN1681160.1	A5DQN2	36.9	Histone-lysine N-methyltransferase SET5	2.1.1.- {ECO:0000250|UniProtKB:P38890}		0	0
KAN1681162.1	A7HU16	50.2	Baeyer-Villiger monooxygenase	1.14.13.- {ECO:0000269|PubMed:24903773}		0	0
KAN1681166.1	O42650	46.3	Serine/threonine-protein kinase rio1	2.7.11.1;3.6.1.- {ECO:0000250|UniProtKB:G0S3J5}		0	0
KAN1681167.1	Q10318	66.0	Dihydroxy-acid dehydratase, mitochondrial	4.2.1.9 {ECO:0000250|UniProtKB:P39522}		0	0
KAN1681169.1	P48008	49.2	Septin homolog spn3			0	0
KAN1681170.1	O13739	43.3	Chorismate mutase	5.4.99.5 {ECO:0000250|UniProtKB:P32178}		0	0
KAN1681172.1	A8NSD1	84.1	Thiamine thiazole synthase	2.4.2.60 {ECO:0000255|HAMAP-Rule:MF_03158}		0	0
KAN1681173.1	Q3SZ19	36.2	26S proteasome non-ATPase regulatory subunit 9			0	0
KAN1681174.1	Q9XWZ2	35.0	Acyl-CoA dehydrogenase family member 11	1.3.99.- {ECO:0000305}		0	0
KAN1681176.1	Q12001	43.5	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase	2.4.1.267 {ECO:0000269|PubMed:8877369}		11	0
KAN1681177.1	Q86XW9	36.5	Thioredoxin domain-containing protein 6			0	0
KAN1681178.1	Q6DJM2	37.2	Phosphatidate cytidylyltransferase, mitochondrial	2.7.7.41 {ECO:0000250|UniProtKB:D3ZKT0}		0	0
KAN1681185.1	P0C1J0	54.6	Peptidyl-prolyl cis-trans isomerase cyp15	5.2.1.8		0	0
KAN1681187.1	Q9FG08	35.4	Histone-lysine N-methyltransferase ATXR4	2.1.1.-	1-30	0	1
KAN1681190.1	A8NS27	59.2	Adenylate-forming reductase 03009	1.2.1.- {ECO:0000269|PubMed:27457378}		0	0
KAN1681191.1	P87232	45.0	Large ribosomal subunit protein uL29m			0	0
KAN1681192.1	Q1RQI9	56.7	Thioredoxin			0	0
KAN1681193.1	Q9UW02	53.5	Thioredoxin			0	0
KAN1681195.1	Q9VYS5	34.3	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog			0	0
KAN1681196.1	Q9US44	39.6	Carboxylic acid transmembrane transporter tna1			12	0
KAN1681197.1	O13753	59.2	V-type proton ATPase subunit d			0	0
KAN1681198.1	Q9HDY4	42.2	Putative ATP-dependent RNA helicase PB1A10.06c	3.6.4.13		0	0
KAN1681199.1	P79769	40.9	Translin	3.1.-.- {ECO:0000250|UniProtKB:Q62348}		0	0
KAN1681200.1	Q9USW9	32.1	SAGA complex subunit Sgf29			0	0
KAN1681203.1	A0A0B5KYT4	31.7	Cytochrome P450 monooxygenase mpaDE'	1.-.-.- {ECO:0000269|PubMed:31209052}		1	0
KAN1681206.1	A0A0R4J5R0	32.5	Homoarginine-6-hydroxylase 2-ODD-C23	1.14.11.- {ECO:0000255|PROSITE-ProRule:PRU00805, ECO:0000269|PubMed:38619227}		0	0
KAN1681208.1	Q9P6K7	43.1	tRNA-aminoacylation cofactor arc1			0	0
KAN1681209.1	Q9Y874	69.7	V-type proton ATPase subunit c'			4	0
KAN1681213.1	P24280	35.5	SEC14 cytosolic factor			0	0
KAN1681214.1	F1SYH0	51.6	Cytochrome P450 monooxygenase 205	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1681217.1	Q4WJU9	58.2	C-8 sterol isomerase erg2	5.-.-.- {ECO:0000250|UniProtKB:P32352}		1	0
KAN1681220.1	O94235	50.0	Serine/threonine-protein kinase mph1	2.7.12.1 {ECO:0000269|PubMed:22521786, ECO:0000269|PubMed:22660415}		0	0
KAN1681221.1	Q9I4V0	56.5	NADH:quinone reductase	1.6.5.9 {ECO:0000269|PubMed:27502282}		0	0
KAN1681222.1	P0AB92	56.8	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	2.5.1.54		0	0
KAN1681229.1	A0A5Q0QU70	73.9	Sesquiterpene synthase Agr3	4.2.3.- {ECO:0000269|PubMed:32233445};4.2.3.125 {ECO:0000269|PubMed:32233445};4.2.3.126 {ECO:0000269|PubMed:32233445}		0	0
KAN1681233.1	Q4WTH5	56.4	Protein phosphatase 2C homolog 2	3.1.3.16 {ECO:0000250|UniProtKB:P39966}		0	0
KAN1681234.1	P07921	32.6	Lactose permease			12	0
KAN1681236.1	Q28205	32.4	Tubulin-specific chaperone D			0	0
KAN1681237.1	Q59PT0	82.9	V-type proton ATPase subunit B			0	0
KAN1681238.1	P40317	32.5	Protein SOK1			0	0
KAN1681239.1	P53199	39.0	Sterol-4-alpha-carboxylate 3-dehydrogenase ERG26, decarboxylating	1.1.1.170 {ECO:0000269|PubMed:9811880}		0	0
KAN1681241.1	P41812	37.2	Ribonucleases P/MRP protein subunit POP1	3.1.26.5		0	0
KAN1681246.1	P83467	99.3	Ostreolysin A6			0	0
KAN1681249.1	P59668	42.8	Delta(12) fatty acid desaturase	1.14.19.6 {ECO:0000250|UniProtKB:Q9Y8H5}		4	0
KAN1681250.1	Q9ZWB3	39.8	Casein kinase 1-like protein 9	2.7.11.1 {ECO:0000269|PubMed:7527390}		0	0
KAN1681251.1	O42873	46.1	Putative pyruvate decarboxylase C3G9.11c	4.1.1.1		0	0
