protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAJ8697976.1	Q06099	69.0	1.1e-194	S-(hydroxymethyl)glutathione dehydrogenase	1.1.1.- {ECO:0000250|UniProtKB:P32771};1.1.1.1 {ECO:0000250|UniProtKB:P32771};1.1.1.284 {ECO:0000250|UniProtKB:P32771}	GO:0004022;GO:0005829;GO:0008270;GO:0046294;GO:0080007;GO:0106321;GO:0106322	
KAJ8697977.1	Q5ZBH5	33.1	5.7e-65	DEAD-box ATP-dependent RNA helicase 25	3.6.4.13	GO:0003723;GO:0003724;GO:0005524;GO:0016887	dosa:Os01g0618400
KAJ8697978.1	P79011	36.6	4.7e-37	Transcription initiation factor IIE subunit beta		GO:0003677;GO:0005634;GO:0005673;GO:0005730;GO:0006367;GO:0016251	spo:2539236
KAJ8697979.1	Q09924	49.0	9.3e-96	Translation initiation factor eIF2B subunit delta		GO:0002183;GO:0003743;GO:0005085;GO:0005829;GO:0005851	spo:2542064
KAJ8697980.1	Q9CRB8	31.7	3.7e-14	Mitochondrial fission process protein 1		GO:0000266;GO:0005739;GO:0005743;GO:0006915;GO:0007005;GO:0007006	mmu:67900
KAJ8697981.1	O60129	33.6	2.6e-08	Fork head protein homolog 2		GO:0000785;GO:0000917;GO:0000978;GO:0000981;GO:0001227;GO:0001228;GO:0005634;GO:0006351;GO:0006357;GO:0045944;GO:0097221;GO:0110045;GO:1900237	spo:2539703
KAJ8697982.1	P31301	56.9	4.0e-151	Dihydroorotase	3.5.2.3	GO:0004151;GO:0005737;GO:0006207;GO:0006221;GO:0044205;GO:0046872	uma:UMAG_01521
KAJ8697983.1	P31301	52.5	2.4e-88	Dihydroorotase	3.5.2.3	GO:0004151;GO:0005737;GO:0006207;GO:0006221;GO:0044205;GO:0046872	uma:UMAG_01521
KAJ8697984.1	Q95221	57.4	8.4e-11	Inositol hexakisphosphate kinase 2	2.7.4.- {ECO:0000269|PubMed:10567691}	GO:0000832;GO:0001650;GO:0005524;GO:0005654;GO:0005737;GO:0030308;GO:0032958;GO:0043065;GO:0043647;GO:0044877;GO:0046854;GO:0097243;GO:1905396	ocu:100009233
KAJ8697985.1	Q8BWD2	44.3	1.6e-29	Inositol hexakisphosphate kinase 3	2.7.4.21 {ECO:0000250|UniProtKB:Q96PC2}	GO:0000828;GO:0000831;GO:0000832;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0032958;GO:0040011;GO:0046488;GO:0046854	mmu:271424
KAJ8697989.1	Q7K4B3	32.0	2.6e-119	Elongator complex protein 2		GO:0002098;GO:0005634;GO:0005737;GO:0005819;GO:0005874;GO:0006417;GO:0033588;GO:0061867	dme:Dmel_CG11887
KAJ8697990.1	O59751	52.3	1.6e-124	Kinesin-like protein 6		GO:0000022;GO:0000070;GO:0000776;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005871;GO:0005873;GO:0007018;GO:0007019;GO:0007052;GO:0007079;GO:0008017;GO:0008574;GO:0015630;GO:0016887;GO:0016938;GO:0044732;GO:0051301;GO:0055028;GO:0061673;GO:0061804;GO:0070462;GO:0072686;GO:0140210;GO:1902426;GO:1904511;GO:1990023;GO:1990295;GO:1990758;GO:1990942	
KAJ8697991.1	G2X242	48.1	6.8e-56	Effector Vd6317		GO:0005783;GO:0006621;GO:0006888;GO:0016020;GO:0016050;GO:0030134	vda:VDAG_04366
KAJ8697992.1	Q09717	70.5	4.3e-59	Ran-specific GTPase-activating protein 1		GO:0005096;GO:0005525;GO:0005643;GO:0005829;GO:0006405;GO:0006606;GO:0031291;GO:0051168	spo:2540142
KAJ8697993.1	A7MV82	37.2	4.7e-64	ATP-dependent Clp protease ATP-binding subunit ClpX		GO:0005524;GO:0008270;GO:0009376;GO:0016887;GO:0046983;GO:0051082;GO:0051301;GO:0051603;GO:0140662	vha:VIBHAR_01418
KAJ8697994.1	Q9VR99	37.5	1.9e-100	Splicing factor Cactin		GO:0000398;GO:0002760;GO:0003723;GO:0005681;GO:0005737;GO:0009950;GO:0045292;GO:0045752;GO:0071013;GO:0098586;GO:0106222	dme:Dmel_CG1676
KAJ8697996.1	O94609	57.8	0.0e+00	Ubiquitin-activating enzyme E1 1	6.2.1.45 {ECO:0000269|PubMed:23416107, ECO:0000269|PubMed:39143218}	GO:0000287;GO:0004839;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006511;GO:0006974;GO:0016567;GO:0016887	
KAJ8697999.1	Q68EZ2	57.6	3.4e-25	Forkhead box protein J2		GO:0000978;GO:0000981;GO:0005634;GO:0006351;GO:0006357;GO:0043565;GO:0045893	xla:447345
KAJ8698000.1	B0CRU6	63.9	6.1e-119	Fe-S cluster assembly protein DRE2		GO:0005758;GO:0009055;GO:0016226;GO:0046872;GO:0051537;GO:0051539	lbc:LACBIDRAFT_305744
KAJ8698008.1	O14104	57.4	1.6e-127	Homoisocitrate dehydrogenase	1.1.1.87	GO:0000287;GO:0005737;GO:0005739;GO:0005759;GO:0009085;GO:0019878;GO:0047046;GO:0051287	spo:2542609
KAJ8698009.1	Q10990	34.0	1.8e-32	Cell division cycle protein cdt2		GO:0005634;GO:0006511;GO:0016567;GO:0030674;GO:0043161;GO:0044877;GO:0051301;GO:0051321;GO:0080008;GO:2000779	spo:2542374
KAJ8698010.1	Q96361	63.7	3.1e-78	ADP-ribosylation factor 1	3.6.5.2 {ECO:0000250|UniProtKB:P84077}	GO:0003925;GO:0005525;GO:0005794;GO:0015031;GO:0016192	brp:103842229;brp:103864586
KAJ8698015.1	O14249	40.5	2.0e-74	Probable cardiolipin-specific deacylase 1, mitochondrial	3.5.1.- {ECO:0000250|UniProtKB:P53264}	GO:0004623;GO:0005737;GO:0005743;GO:0005783;GO:0005794;GO:0006654;GO:0042171;GO:0055088	spo:2542281
KAJ8698018.1	Q9H5Z1	49.2	1.5e-227	Probable ATP-dependent RNA helicase DHX35	3.6.4.13	GO:0000398;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005654;GO:0016887;GO:0071013	hsa:60625
KAJ8698020.1	O60020	44.7	1.0e-60	Aspartic protease	3.4.23.-	GO:0004190;GO:0005576;GO:0006508	
KAJ8698021.1	Q54UB0	30.8	5.6e-10	Transmembrane protein 208 homolog		GO:0005773;GO:0005789;GO:0006624	ddi:DDB_G0281177
KAJ8698022.1	Q54NA6	34.4	1.4e-30	Myb-like protein L		GO:0001006;GO:0005634;GO:0019185;GO:0042795;GO:0042796	ddi:DDB_G0285373
KAJ8698023.1	Q86U44	47.4	4.6e-126	N(6)-adenosine-methyltransferase catalytic subunit METTL3	2.1.1.348 {ECO:0000269|PubMed:27281194, ECO:0000269|PubMed:27373337, ECO:0000269|PubMed:27627798, ECO:0000269|PubMed:29348140, ECO:0000269|PubMed:29506078, ECO:0000269|PubMed:9409616}	GO:0000398;GO:0001510;GO:0001734;GO:0003729;GO:0005634;GO:0005654;GO:0005829;GO:0006397;GO:0006974;GO:0007283;GO:0007623;GO:0008173;GO:0009048;GO:0016556;GO:0016604;GO:0016607;GO:0019827;GO:0021861;GO:0031053;GO:0034644;GO:0036396;GO:0042063;GO:0043489;GO:0045087;GO:0045580;GO:0045727;GO:0045746;GO:0046982;GO:0048477;GO:0051445;GO:0060339;GO:0061157;GO:0098508;GO:1902036;GO:1903679;GO:1904047	hsa:56339
KAJ8698024.1	Q92403	76.2	5.4e-300	5-aminolevulinate synthase, mitochondrial	2.3.1.37	GO:0003870;GO:0005759;GO:0006782;GO:0030170	
KAJ8698025.1	Q9P3I3	50.0	6.0e-86	Acetylornithine aminotransferase, mitochondrial	2.6.1.11	GO:0003992;GO:0005759;GO:0006526;GO:0030170;GO:0042802	ncr:NCU05410
KAJ8698026.1	Q6C846	48.3	4.7e-13	Acetylornithine aminotransferase, mitochondrial	2.6.1.11	GO:0003992;GO:0005759;GO:0006526;GO:0030170;GO:0042802	yli:2910247
KAJ8698027.1	P0CM94	51.6	1.3e-34	Pre-mRNA-splicing factor CWC21		GO:0005681;GO:0005737;GO:0006397;GO:0008380	cne:CNG02690
KAJ8698031.1	O74866	46.3	1.9e-50	Riboflavin kinase	2.7.1.26	GO:0005524;GO:0005739;GO:0005743;GO:0005829;GO:0006771;GO:0008270;GO:0008531;GO:0009231;GO:0009398	spo:2539192
KAJ8698032.1	O13882	35.8	1.0e-20	Small ribosomal subunit protein uS11m		GO:0003735;GO:0005737;GO:0005743;GO:0005763;GO:0006412;GO:0032543	spo:2542616
KAJ8698033.1	P0CN18	53.6	1.1e-168	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	2.5.1.108 {ECO:0000250|UniProtKB:P40487}	GO:0005737;GO:0017183;GO:0046872;GO:0051539;GO:0090560;GO:0120513	cne:CNA07400
KAJ8698034.1	Q12200	35.5	1.7e-245	NPC intracellular sterol transporter 1-related protein 1		GO:0000329;GO:0005783;GO:0006665;GO:0015918;GO:0016020;GO:0022857;GO:0032934	sce:YPL006W
KAJ8698035.1	Q12200	35.5	1.2e-245	NPC intracellular sterol transporter 1-related protein 1		GO:0000329;GO:0005783;GO:0006665;GO:0015918;GO:0016020;GO:0022857;GO:0032934	sce:YPL006W
KAJ8698036.1	Q1MTR2	40.0	3.5e-11	Exon junction complex associated RNA-binding protein Rns1		GO:0000398;GO:0003723;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0035145;GO:0061574	spo:2539695
KAJ8698037.1	J9VHE9	51.1	2.5e-43	UHRF1-like protein		GO:0005634;GO:0016567;GO:0044027;GO:0044729;GO:0061630	cng:CNAG_00677
KAJ8698038.1	Q5AHG6	64.3	1.7e-162	Serine/threonine-protein kinase SCH9	2.7.11.1	GO:0000329;GO:0000785;GO:0001410;GO:0004674;GO:0005524;GO:0005634;GO:0009267;GO:0030447;GO:0032880;GO:0033660;GO:0034599;GO:0035556;GO:0036170;GO:0036171;GO:0044114;GO:0044182;GO:0045943;GO:0045945;GO:0047484;GO:0060963;GO:0090153;GO:0106310;GO:1900436;GO:1900438;GO:1901494;GO:1904828	cal:CAALFM_C203940CA
KAJ8698039.1	Q6FLQ5	39.1	5.1e-07	Altered inheritance of mitochondria protein 32		GO:0005758;GO:0005759	cgr:2890881
KAJ8698042.1	A0A067P0I9	98.4	1.5e-87	Class I hydrophobin 11		GO:0005199;GO:0005576;GO:0009277	
KAJ8698043.1	A0AAD6J5T3	60.5	1.7e-172	Acyl-CoA dehydrogenase Dda_0189	1.3.8.8 {ECO:0000250|UniProtKB:Q709F0}	GO:0004466;GO:0005737;GO:0033539;GO:0050660	
KAJ8698044.1	A0AAD6J5T3	41.9	9.9e-19	Acyl-CoA dehydrogenase Dda_0189	1.3.8.8 {ECO:0000250|UniProtKB:Q709F0}	GO:0004466;GO:0005737;GO:0033539;GO:0050660	
KAJ8698047.1	Q7ZXB8	57.3	6.0e-46	Polyadenylate-binding protein 2-B		GO:0000165;GO:0003723;GO:0005634;GO:0005737;GO:0008143;GO:0031124;GO:0042405;GO:0070063;GO:0071222;GO:1904247;GO:1990904	xla:380411
KAJ8698048.1	Q7ZXB8	58.6	8.3e-46	Polyadenylate-binding protein 2-B		GO:0000165;GO:0003723;GO:0005634;GO:0005737;GO:0008143;GO:0031124;GO:0042405;GO:0070063;GO:0071222;GO:1904247;GO:1990904	xla:380411
KAJ8698049.1	Q7VDB0	31.5	3.4e-08	Large ribosomal subunit protein bL19		GO:0003735;GO:0006412;GO:0022625	pma:Pro_0473
KAJ8698051.1	O94242	38.4	3.2e-68	Aspartate--tRNA ligase, mitochondrial	6.1.1.12	GO:0003676;GO:0004815;GO:0005524;GO:0005739;GO:0005759;GO:0006422	spo:2538918
KAJ8698052.1	Q9X1F4	42.9	8.7e-42	Aspartate--tRNA(Asp/Asn) ligase	6.1.1.23 {ECO:0000255|HAMAP-Rule:MF_00044}	GO:0003676;GO:0004815;GO:0005524;GO:0005737;GO:0006422;GO:0050560	tma:TM1441;tmi:THEMA_07110;tmm:Tmari_1447;tmw:THMA_1471
KAJ8698054.1	O94553	43.1	6.6e-46	Probable DNA-directed RNA polymerase III subunit rpc6		GO:0003899;GO:0005634;GO:0005654;GO:0005666;GO:0005829;GO:0006384;GO:0006386	spo:2538992
KAJ8698055.1	A0A0S1RVB0	52.9	8.3e-91	4'-phosphopantetheinyl transferase pptA	2.7.8.7 {ECO:0000269|PubMed:26496685}	GO:0000287;GO:0005829;GO:0008897;GO:0019878	
KAJ8698058.1	Q3T0Z8	76.8	1.5e-34	Small nuclear ribonucleoprotein F		GO:0000387;GO:0000398;GO:0003723;GO:0005634;GO:0005683;GO:0005684;GO:0005685;GO:0005687;GO:0005829;GO:0034709;GO:0034715;GO:0034719;GO:0046540;GO:0071005;GO:0071007;GO:0071013	bta:615240
KAJ8698059.1	Q3T0Z8	60.2	2.4e-29	Small nuclear ribonucleoprotein F		GO:0000387;GO:0000398;GO:0003723;GO:0005634;GO:0005683;GO:0005684;GO:0005685;GO:0005687;GO:0005829;GO:0034709;GO:0034715;GO:0034719;GO:0046540;GO:0071005;GO:0071007;GO:0071013	bta:615240
KAJ8698060.1	O14348	63.6	5.4e-50	Negative cofactor 2 complex subunit beta		GO:0000122;GO:0005634;GO:0005829;GO:0016251;GO:0017025;GO:0017054;GO:0046982;GO:0051123	spo:2540406
KAJ8698063.1	A8NWR2	76.4	0.0e+00	Ribosome biogenesis protein ERB1		GO:0000463;GO:0000466;GO:0005654;GO:0030687;GO:0043021;GO:0070545	cci:CC1G_00099
KAJ8698064.1	Q4P2E8	35.8	2.7e-93	Actin-related protein 4		GO:0003682;GO:0006281;GO:0006338;GO:0006351;GO:0006357;GO:0016514;GO:0035267	uma:UMAG_05715
KAJ8698066.1	Q3T0F2	52.9	5.5e-34	Trafficking protein particle complex subunit 2		GO:0005634;GO:0005737;GO:0005793;GO:0006351;GO:0006888;GO:0030008;GO:0048471	bta:616748
KAJ8698067.1	B0DK33	77.1	8.9e-239	Mitochondrial distribution and morphology protein 10		GO:0001401;GO:0015914;GO:0032865;GO:0045040;GO:0051654;GO:0070096;GO:1990456	lbc:LACBIDRAFT_303697
KAJ8698069.1	O74966	53.9	1.6e-24	Small nuclear ribonucleoprotein G		GO:0000395;GO:0000398;GO:0003723;GO:0005634;GO:0005682;GO:0005685;GO:0005686;GO:0005687;GO:0005829;GO:0034719;GO:0045292;GO:0046540;GO:0071004;GO:0071011;GO:0071013;GO:0071014;GO:0097526	spo:2540855
KAJ8698077.1	Q4P5R8	36.7	8.5e-88	Protein STU1		GO:0005634;GO:0005815;GO:0005876;GO:0005881;GO:0008017;GO:0051301;GO:0072686;GO:0090307;GO:1990023	uma:UMAG_11759
KAJ8698079.1	Q6PH52	47.0	2.2e-99	Pachytene checkpoint protein 2 homolog		GO:0005524;GO:0005634;GO:0005694;GO:0006302;GO:0007130;GO:0007131;GO:0007283;GO:0009653;GO:0016887;GO:0042802;GO:0048477;GO:0051598	dre:393554
KAJ8698081.1	O43000	47.4	5.1e-110	Pantothenate transporter liz1		GO:0005794;GO:0005886;GO:0015233;GO:0098717	
KAJ8698082.1	O59714	37.3	7.6e-57	Uncharacterized membrane protein C3B8.06		GO:0005783;GO:0005789	
KAJ8698083.1	O59714	37.3	1.4e-57	Uncharacterized membrane protein C3B8.06		GO:0005783;GO:0005789	
KAJ8698084.1	Q499N4	56.8	2.5e-88	4-hydroxybenzoate polyprenyltransferase, mitochondrial	2.5.1.39 {ECO:0000305|PubMed:20526342}	GO:0004659;GO:0005743;GO:0006071;GO:0006744;GO:0008299;GO:0008412;GO:0031314	rno:498332
KAJ8698085.1	O14224	42.9	1.0e-41	Rho GDP-dissociation inhibitor		GO:0005094;GO:0005634;GO:0005829;GO:0007266;GO:0016020;GO:0030036	spo:2543214
KAJ8698087.1	Q55GJ6	67.2	3.5e-97	Proteasome subunit beta type-6	3.4.25.1	GO:0004175;GO:0004298;GO:0005634;GO:0005737;GO:0005829;GO:0010498;GO:0019774;GO:0043161	ddi:DDB_G0267390
KAJ8698088.1	Q5RE15	44.4	8.2e-67	26S proteasome non-ATPase regulatory subunit 8		GO:0005634;GO:0005829;GO:0008541;GO:0022624;GO:0043161	
KAJ8698089.1	P90513	64.5	7.4e-107	Proteasome subunit alpha type-3		GO:0005634;GO:0005737;GO:0006511;GO:0010498;GO:0019773	
KAJ8698091.1	O31521	37.2	1.4e-45	Unsaturated rhamnogalacturonyl hydrolase YesR	3.2.1.172	GO:0005737;GO:0005975;GO:0102211	bsu:BSU07000
KAJ8698092.1	O31521	35.2	5.2e-55	Unsaturated rhamnogalacturonyl hydrolase YesR	3.2.1.172	GO:0005737;GO:0005975;GO:0102211	bsu:BSU07000
KAJ8698093.1	O94572	30.0	2.9e-74	Uncharacterized transporter C1773.15		GO:0005794;GO:0016020;GO:0022857;GO:0032153;GO:0051286;GO:0055085	spo:2539757
KAJ8698094.1	Q07904	32.7	7.5e-63	Thiamine pathway transporter THI73		GO:0005783;GO:0005789;GO:0005886;GO:0016020;GO:0022857;GO:0055085;GO:0071944	sce:YLR004C
KAJ8698099.1	Q2I8V6	38.2	1.7e-11	1,5-anhydro-D-fructose reductase	1.1.1.292	GO:0000166;GO:0033712	ag:ABA25865
KAJ8698102.1	Q9H841	33.3	2.3e-40	NIPA-like protein 2		GO:0015095;GO:0015693;GO:0016020	hsa:79815
KAJ8698104.1	Q27272	40.8	2.0e-15	Transcription initiation factor TFIID subunit 9		GO:0000124;GO:0001223;GO:0003713;GO:0005634;GO:0005669;GO:0006366;GO:0006367;GO:0030707;GO:0045893;GO:0046982;GO:0051123	dme:Dmel_CG6474
KAJ8698105.1	Q6CFQ0	72.8	6.2e-71	Iron sulfur cluster assembly protein 1, mitochondrial		GO:0002098;GO:0005737;GO:0005759;GO:0006879;GO:0008198;GO:0044571;GO:0051537;GO:0140132	yli:2907434
KAJ8698106.1	Q8CCF0	44.2	5.1e-109	U4/U6 small nuclear ribonucleoprotein Prp31		GO:0000244;GO:0000398;GO:0005634;GO:0005654;GO:0005681;GO:0005687;GO:0005690;GO:0015030;GO:0016607;GO:0030621;GO:0030622;GO:0030674;GO:0042802;GO:0043021;GO:0046540;GO:0070990;GO:0071005;GO:0071011;GO:0071016;GO:0071166;GO:0071339;GO:0097526	mmu:68988
KAJ8698108.1	O94547	59.8	5.9e-157	Serine/threonine-protein kinase srk1	2.7.11.1 {ECO:0000269|PubMed:15629716}	GO:0004674;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0010515;GO:0010972;GO:0034599;GO:0042764;GO:0044773;GO:0051321;GO:0071470;GO:0106310;GO:1900181	spo:2539027
KAJ8698109.1	O94547	64.3	1.9e-137	Serine/threonine-protein kinase srk1	2.7.11.1 {ECO:0000269|PubMed:15629716}	GO:0004674;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0010515;GO:0010972;GO:0034599;GO:0042764;GO:0044773;GO:0051321;GO:0071470;GO:0106310;GO:1900181	spo:2539027
KAJ8698114.1	Q4WE63	31.6	7.7e-08	Heat shock transcription factor hsfA		GO:0000978;GO:0003700;GO:0005634;GO:0006351	afm:AFUA_5G01900
KAJ8698115.1	Q4WE63	31.6	7.3e-08	Heat shock transcription factor hsfA		GO:0000978;GO:0003700;GO:0005634;GO:0006351	afm:AFUA_5G01900
KAJ8698116.1	Q4WE63	31.6	7.4e-08	Heat shock transcription factor hsfA		GO:0000978;GO:0003700;GO:0005634;GO:0006351	afm:AFUA_5G01900
KAJ8698117.1	O42626	57.4	3.9e-180	Serine/threonine-protein kinase nrc-2	2.7.11.1	GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005886;GO:0030435;GO:0045332;GO:0048315;GO:0106310	ncr:NCU01797
KAJ8698118.1	O42626	63.2	9.4e-147	Serine/threonine-protein kinase nrc-2	2.7.11.1	GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005886;GO:0030435;GO:0045332;GO:0048315;GO:0106310	ncr:NCU01797
KAJ8698119.1	O42626	60.5	2.5e-165	Serine/threonine-protein kinase nrc-2	2.7.11.1	GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005886;GO:0030435;GO:0045332;GO:0048315;GO:0106310	ncr:NCU01797
KAJ8698120.1	Q09752	37.9	4.3e-104	Vacuolar amino acid uptake transporter fnx1		GO:0000324;GO:0000329;GO:0015174;GO:0015182;GO:0015188;GO:0015189;GO:0015802;GO:0055085;GO:0090517;GO:1903714;GO:1990591	spo:2539786
KAJ8698121.1	Q09752	37.9	1.9e-81	Vacuolar amino acid uptake transporter fnx1		GO:0000324;GO:0000329;GO:0015174;GO:0015182;GO:0015188;GO:0015189;GO:0015802;GO:0055085;GO:0090517;GO:1903714;GO:1990591	spo:2539786
KAJ8698122.1	O42859	50.0	1.8e-25	Small ribosomal subunit protein uS14m		GO:0003735;GO:0005739;GO:0005743;GO:0005763;GO:0006412;GO:0032543	spo:2541862
KAJ8698125.1	P48011	72.4	1.1e-24	DNA-directed RNA polymerases I, II, and III subunit RPABC4		GO:0001172;GO:0003677;GO:0003899;GO:0005634;GO:0005665;GO:0005666;GO:0005730;GO:0005736;GO:0005829;GO:0006360;GO:0006361;GO:0006362;GO:0006363;GO:0006366;GO:0006367;GO:0006368;GO:0006383;GO:0006384;GO:0006386;GO:0008270;GO:0042790	spo:2540793
KAJ8698127.1	Q13310	37.6	1.7e-07	Polyadenylate-binding protein 4		GO:0003723;GO:0003730;GO:0005634;GO:0005737;GO:0005829;GO:0006396;GO:0006401;GO:0006412;GO:0007596;GO:0008143;GO:0008266;GO:0010494;GO:1990904	hsa:8761
KAJ8698131.1	P53875	52.9	2.9e-52	Large ribosomal subunit protein uL11m		GO:0003735;GO:0005739;GO:0005743;GO:0005762;GO:0006412;GO:0032543;GO:0070180	sce:YNL185C
KAJ8698132.1	E3QQU9	50.7	3.3e-102	Leucine aminopeptidase 1	3.4.11.-	GO:0004177;GO:0005576;GO:0006508;GO:0008235;GO:0046872	
KAJ8698138.1	Q10449	46.5	1.2e-133	Meiotically up-regulated gene 157 protein		GO:0004559;GO:0005783;GO:0005789;GO:0005975;GO:0051321	spo:2543213
KAJ8698140.1	P55251	68.2	0.0e+00	3-isopropylmalate dehydratase	4.2.1.33	GO:0003861;GO:0009098;GO:0009316;GO:0046872;GO:0051539	
KAJ8698142.1	O42896	38.0	3.3e-80	Uncharacterized oxidoreductase C115.03	1.-.-.-	GO:0000122;GO:0000166;GO:0005634;GO:0005829;GO:0016491;GO:0019210	
KAJ8698143.1	Q3SZJ2	30.0	3.7e-16	Receptor-interacting serine/threonine-protein kinase 2	2.7.10.2 {ECO:0000250|UniProtKB:O43353};2.7.11.1 {ECO:0000250|UniProtKB:O43353}	GO:0002250;GO:0004674;GO:0004706;GO:0004715;GO:0005102;GO:0005524;GO:0005737;GO:0005783;GO:0005829;GO:0005856;GO:0005886;GO:0006915;GO:0007165;GO:0007249;GO:0030274;GO:0031982;GO:0032731;GO:0032755;GO:0032760;GO:0032991;GO:0035591;GO:0042742;GO:0042803;GO:0043065;GO:0043123;GO:0045087;GO:0050700;GO:0050852;GO:0051260;GO:0070427;GO:0070431;GO:0071225;GO:0089720;GO:0106310;GO:0140895;GO:1902523	bta:534407
KAJ8698144.1	P49605	38.0	3.6e-89	cAMP-dependent protein kinase regulatory subunit		GO:0000785;GO:0004862;GO:0005634;GO:0005829;GO:0005886;GO:0005952;GO:0006995;GO:0007189;GO:0010603;GO:0030552;GO:0034236;GO:0042149;GO:0042802;GO:0045944;GO:0046580;GO:0097271	uma:UMAG_06450
KAJ8698145.1	L0E159	35.9	1.0e-21	FAD-linked oxidoreductase malF	1.-.-.- {ECO:0000305}	GO:0016491;GO:0071949	
KAJ8698151.1	P0CQ32	42.9	1.7e-48	DNA replication complex GINS protein PSF3		GO:0000811;GO:0006270	
KAJ8698153.1	P05747	72.4	2.2e-19	Large ribosomal subunit protein eL29		GO:0002181;GO:0003735;GO:0005737;GO:0005829;GO:0022625	sce:YFR032C-A
KAJ8698155.1	P26221	34.7	6.2e-67	Endoglucanase E-4	3.2.1.4	GO:0008810;GO:0030245;GO:0030248	
KAJ8698156.1	Q09878	33.2	6.1e-119	Probable sulfite reductase [NADPH] flavoprotein component	1.8.1.2	GO:0000103;GO:0004783;GO:0005829;GO:0009337;GO:0010181;GO:0016491;GO:0050660;GO:0070814	spo:2538821
KAJ8698157.1	B8FZ68	46.4	3.5e-62	Uracil phosphoribosyltransferase	2.4.2.9 {ECO:0000255|HAMAP-Rule:MF_01218}	GO:0000287;GO:0004845;GO:0005525;GO:0005737;GO:0006223;GO:0044206	dhd:Dhaf_4825
KAJ8698161.1	Q54CP1	41.4	1.9e-44	Ribosomal RNA-processing protein 8	2.1.1.-	GO:0000183;GO:0005677;GO:0005730;GO:0006351;GO:0006364;GO:0008168;GO:0032259;GO:0033553	ddi:DDB_G0292960
KAJ8698165.1	B6HN82	43.8	1.9e-113	MFS-type transporter penM		GO:0005778;GO:0022857	pcs:N7525_007512
KAJ8698166.1	Q4PFD9	56.6	0.0e+00	Pre-mRNA-processing ATP-dependent RNA helicase PRP5	3.6.4.13	GO:0000398;GO:0003676;GO:0003724;GO:0005524;GO:0005634;GO:0016887	uma:UMAG_01174
KAJ8698171.1	A0A0D1E015	36.5	2.7e-69	FYVE zinc finger domain protein UPA1		GO:0005768;GO:0005856;GO:0008270;GO:0016740;GO:0051028	uma:UMAG_12183
KAJ8698173.1	O14209	49.9	8.4e-136	Uncharacterized aminotransferase C6B12.04c	2.6.1.-	GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0006520;GO:0016212;GO:0030170;GO:0047536	spo:2543228
KAJ8698174.1	O60072	39.1	0.0e+00	RQC trigger complex helicase rqt2	3.6.4.13 {ECO:0000250|UniProtKB:P53327}	GO:0003676;GO:0003724;GO:0005524;GO:0005829;GO:0016887;GO:0051321;GO:0072344;GO:0180022	spo:2539673
KAJ8698175.1	G2XBY5	48.4	9.3e-155	Sugar transporter 3		GO:0005351;GO:0016020	vda:VDAG_07563
KAJ8698176.1	Q9UST2	40.9	8.0e-36	Mitochondrial inner membrane protease subunit 2	3.4.21.-	GO:0004175;GO:0004222;GO:0004252;GO:0005739;GO:0006465;GO:0006627;GO:0034982;GO:0042720	spo:2540235
KAJ8698178.1	Q2PFX0	43.5	7.7e-48	Arginyl-tRNA--protein transferase 1	2.3.2.8 {ECO:0000250|UniProtKB:Q9Z2A5}	GO:0004057;GO:0005634;GO:0005737	
KAJ8698179.1	Q9ZT48	45.1	5.8e-23	Arginyl-tRNA--protein transferase 1	2.3.2.8 {ECO:0000305}	GO:0004057;GO:0005634;GO:0005737;GO:0009737;GO:0010029;GO:0010150;GO:0010498;GO:0050832;GO:0050994	ath:AT5G05700
KAJ8698181.1	Q5ZL16	36.3	2.9e-52	WD repeat domain phosphoinositide-interacting protein 3		GO:0000045;GO:0000407;GO:0000422;GO:0000425;GO:0005764;GO:0005829;GO:0009267;GO:0030674;GO:0032266;GO:0034045;GO:0034497;GO:0044804;GO:0061723;GO:0080025	gga:417339
KAJ8698184.1	P0CS24	45.2	4.6e-14	Vacuolar ATPase assembly integral membrane protein VMA21		GO:0005789;GO:0012507;GO:0033116;GO:0070072	
KAJ8698185.1	Q5AWM9	54.7	1.5e-145	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	2.4.1.265 {ECO:0000250|UniProtKB:P40351}	GO:0005789;GO:0006487;GO:0006488;GO:0042283	ani:ANIA_07301
KAJ8698186.1	Q9UT21	68.9	1.9e-135	Uncharacterized GTP-binding protein C9.07c		GO:0002181;GO:0003924;GO:0005525;GO:0005634;GO:0005737;GO:0005829;GO:1903833	spo:2543662
